,current_day,cloud,temp_max,temp_min
340,2019-12-7,mostly sunny,14°,3°
341,2019-12-8,mostly sunny,15°,2°
342,2019-12-9,mostly sunny,14°,8°
343,2019-12-10,mostly sunny,11°,1°
344,2019-12-11,mostly sunny,11°,0°
345,2019-12-12,mostly sunny,10°,4°
346,2019-12-13,scattered showers,14°,7°
347,2019-12-14,mostly sunny,16°,6°
348,2019-12-15,mostly sunny,17°,8°
349,2019-12-16,cloudy,18°,14°
350,2019-12-17,mostly sunny,18°,15°
351,2019-12-18,mostly sunny,20°,11°
352,2019-12-19,mostly sunny,18°,12°
353,2019-12-20,scattered showers,16°,12°
354,2019-12-21,mostly sunny,15°,11°
355,2019-12-22,mostly sunny,14°,10°
356,2019-12-23,mostly sunny,14°,8°
357,2019-12-24,mostly sunny,16°,5°
358,2019-12-25,mostly sunny,16°,8°
359,2019-12-26,mostly sunny,12°,2°
360,2019-12-27,mostly sunny,15°,9°
361,2019-12-28,mostly sunny,14°,3°
362,2019-12-29,mostly cloudy,13°,4°
363,2019-12-30,mostly sunny,12°,2°
364,2019-12-31,mostly sunny,13°,2°
365,2020-1-1,mostly sunny,10°,1°
366,2020-1-2,cloudy,10°,1°
367,2020-1-3,cloudy,13°,8°
368,2020-1-4,mostly sunny,14°,8°
369,2020-1-5,mostly sunny,13°,1°
370,2020-1-6,mostly sunny,14°,2°
371,2020-1-7,mostly sunny,14°,5°
372,2020-1-8,mostly sunny,14°,2°
373,2020-1-9,mostly sunny,15°,1°
374,2020-1-10,mostly sunny,11°,4°
375,2020-1-11,mostly sunny,13°,1°
376,2020-1-12,mostly sunny,14°,0°
377,2020-1-13,mostly sunny,12°,0°
378,2020-1-14,cloudy,15°,9°
379,2020-1-15,cloudy,14°,10°
380,2020-1-16,cloudy,15°,5°
381,2020-1-17,cloudy,14°,8°
382,2020-1-18,mostly sunny,11°,2°
383,2020-1-19,mostly sunny,9°,0°
384,2020-1-20,mostly sunny,11°,5°
385,2020-1-21,mostly sunny,14°,8°
386,2020-1-22,mostly sunny,16°,12°
387,2020-1-23,cloudy,16°,8°
388,2020-1-24,cloudy,13°,10°
389,2020-1-25,cloudy,15°,9°
390,2020-1-26,cloudy,13°,8°
391,2020-1-27,foggy,14°,3°
392,2020-1-28,mostly sunny,14°,6°
393,2020-1-29,mostly sunny,13°,5°
394,2020-1-30,mostly sunny,15°,2°
395,2020-1-31,mostly sunny,17°,7°
396,2020-2-1,mostly sunny,16°,8°
397,2020-2-2,mostly sunny,18°,6°
398,2020-2-3,mostly sunny,20°,8°
399,2020-2-4,mostly sunny,14°,8°
400,2020-2-5,mostly sunny,13°,5°
401,2020-2-6,mostly sunny,15°,1°
402,2020-2-7,mostly sunny,14°,5°
403,2020-2-8,mostly sunny,14°,5°
404,2020-2-9,mostly sunny,16°,5°
405,2020-2-10,mostly sunny,17°,12°
406,2020-2-11,mostly sunny,15°,11°
407,2020-2-12,mostly sunny,13°,6°
408,2020-2-13,cloudy,14°,2°
409,2020-2-14,mostly sunny,15°,6°
410,2020-2-15,mostly sunny,16°,2°
411,2020-2-16,cloudy,15°,9°
412,2020-2-17,cloudy,14°,10°
413,2020-2-18,mostly sunny,14°,8°
414,2020-2-19,mostly sunny,15°,7°
415,2020-2-20,mostly sunny,16°,3°
416,2020-2-21,mostly sunny,15°,4°
417,2020-2-22,mostly sunny,16°,3°
418,2020-2-23,mostly sunny,18°,4°
419,2020-2-24,mostly sunny,21°,4°
420,2020-2-25,mostly sunny,14°,4°
421,2020-2-26,mostly sunny,13°,7°
422,2020-2-27,scattered showers,14°,1°
423,2020-2-28,mostly sunny,15°,6°
424,2020-2-29,cloudy,15°,8°
425,2020-3-1,mostly sunny,15°,7°
426,2020-3-2,scattered showers,15°,9°
427,2020-3-3,mostly sunny,11°,6°
428,2020-3-4,mostly sunny,13°,7°
429,2020-3-5,cloudy,16°,9°
430,2020-3-6,mostly sunny,13°,7°
431,2020-3-7,mostly sunny,14°,8°
432,2020-3-8,mostly sunny,16°,1°
433,2020-3-9,mostly sunny,15°,6°
434,2020-3-10,mostly sunny,16°,9°
435,2020-3-11,mostly sunny,22°,11°
436,2020-3-12,mostly sunny,18°,8°
437,2020-3-13,mostly sunny,17°,10°
438,2020-3-14,mostly sunny,18°,7°
439,2020-3-15,mostly sunny,17°,5°
440,2020-3-16,mostly sunny,19°,6°
441,2020-3-17,mostly sunny,18°,8°
442,2020-3-18,mostly sunny,19°,5°
443,2020-3-19,mostly sunny,20°,6°
444,2020-3-20,mostly sunny,18°,5°
445,2020-3-21,mostly sunny,18°,5°
446,2020-3-22,mostly sunny,18°,7°
447,2020-3-23,cloudy,16°,7°
448,2020-3-24,cloudy,10°,6°
449,2020-3-25,mostly sunny,13°,1°
450,2020-3-26,mostly sunny,13°,2°
451,2020-3-27,mostly sunny,14°,7°
452,2020-3-28,mostly sunny,18°,7°
453,2020-3-29,mostly sunny,19°,5°
454,2020-3-30,mostly sunny,16°,4°
455,2020-3-31,mostly sunny,16°,5°
456,2020-4-1,mostly sunny,16°,8°
457,2020-4-2,mostly sunny,15°,5°
458,2020-4-3,mostly sunny,18°,3°
459,2020-4-4,mostly sunny,19°,3°
460,2020-4-5,mostly sunny,20°,4°
461,2020-4-6,mostly sunny,20°,4°
462,2020-4-7,mostly sunny,22°,5°
463,2020-4-8,mostly sunny,22°,5°
464,2020-4-9,mostly sunny,24°,5°
465,2020-4-10,mostly sunny,21°,6°
466,2020-4-11,mostly sunny,21°,7°
467,2020-4-12,mostly sunny,21°,5°
468,2020-4-13,mostly sunny,20°,12°
469,2020-4-14,mostly sunny,23°,9°
470,2020-4-15,mostly sunny,23°,9°
471,2020-4-16,mostly sunny,21°,10°
472,2020-4-17,mostly sunny,21°,8°
473,2020-4-18,mostly sunny,21°,11°
474,2020-4-19,scattered showers,17°,13°
475,2020-4-20,scattered showers,17°,15°
476,2020-4-21,scattered showers,18°,14°
477,2020-4-22,scattered showers,16°,13°
478,2020-4-23,mostly sunny,22°,12°
479,2020-4-24,mostly sunny,22°,9°
480,2020-4-25,mostly sunny,21°,9°
481,2020-4-26,mostly sunny,22°,11°
482,2020-4-27,cloudy,21°,13°
483,2020-4-28,mostly cloudy,21°,15°
484,2020-4-29,mostly sunny,20°,12°
485,2020-4-30,mostly sunny,21°,12°
486,2020-5-1,mostly sunny,20°,12°
487,2020-5-2,mostly sunny,23°,17°
488,2020-5-3,mostly sunny,26°,16°
489,2020-5-4,mostly sunny,25°,13°
490,2020-5-5,mostly sunny,22°,17°
491,2020-5-6,mostly sunny,26°,14°
492,2020-5-7,mostly sunny,26°,13°
493,2020-5-8,mostly sunny,27°,13°
494,2020-5-9,mostly sunny,25°,11°
495,2020-5-10,mostly sunny,20°,14°
496,2020-5-11,scattered showers,18°,14°
497,2020-5-12,mostly sunny,22°,11°
498,2020-5-13,cloudy,25°,15°
499,2020-5-14,mostly sunny,22°,15°
500,2020-5-15,mostly sunny,22°,14°
501,2020-5-16,mostly sunny,22°,13°
502,2020-5-17,mostly sunny,23°,15°
503,2020-5-18,mostly sunny,28°,14°
504,2020-5-19,mostly sunny,28°,14°
505,2020-5-20,mostly sunny,28°,15°
506,2020-5-21,mostly sunny,27°,16°
507,2020-5-22,mostly sunny,27°,15°
508,2020-5-23,mostly sunny,25°,16°
509,2020-5-24,mostly sunny,27°,14°
510,2020-5-25,mostly sunny,28°,13°
511,2020-5-26,mostly sunny,28°,15°
512,2020-5-27,mostly sunny,26°,16°
513,2020-5-28,mostly sunny,26°,14°
514,2020-5-29,mostly sunny,26°,15°
515,2020-5-30,mostly sunny,24°,14°
516,2020-5-31,mostly sunny,24°,13°
517,2020-6-1,mostly sunny,25°,14°
518,2020-6-2,mostly sunny,26°,17°
519,2020-6-3,mostly sunny,24°,17°
520,2020-6-4,scattered showers,22°,17°
521,2020-6-5,mostly sunny,24°,16°
522,2020-6-6,mostly sunny,24°,17°
523,2020-6-7,mostly sunny,24°,17°
524,2020-6-8,mostly sunny,24°,16°
525,2020-6-9,mostly sunny,22°,15°
526,2020-6-10,mostly sunny,24°,15°
527,2020-6-11,mostly sunny,23°,13°
528,2020-6-12,cloudy,25°,20°
529,2020-6-13,mostly sunny,23°,16°
530,2020-6-14,mostly sunny,27°,15°
531,2020-6-15,mostly sunny,28°,18°
532,2020-6-16,mostly sunny,26°,18°
533,2020-6-17,mostly sunny,25°,17°
534,2020-6-18,mostly sunny,24°,15°
535,2020-6-19,mostly sunny,28°,15°
536,2020-6-20,mostly sunny,29°,18°
537,2020-6-21,mostly sunny,30°,20°
538,2020-6-22,mostly sunny,31°,22°
539,2020-6-23,mostly sunny,31°,18°
540,2020-6-24,mostly sunny,31°,17°
541,2020-6-25,mostly sunny,30°,18°
542,2020-6-26,mostly sunny,31°,17°
543,2020-6-27,mostly sunny,30°,19°
544,2020-6-28,mostly sunny,31°,18°
545,2020-6-29,mostly sunny,32°,21°
546,2020-6-30,mostly sunny,30°,21°
547,2020-7-1,mostly sunny,29°,21°
548,2020-7-2,mostly sunny,31°,22°
549,2020-7-3,mostly sunny,28°,20°
550,2020-7-4,mostly sunny,31°,19°
551,2020-7-5,mostly sunny,34°,21°
552,2020-7-6,mostly sunny,32°,24°
553,2020-7-7,mostly sunny,31°,20°
554,2020-7-8,mostly sunny,30°,17°
555,2020-7-9,mostly sunny,31°,17°
556,2020-7-10,mostly sunny,32°,19°
557,2020-7-11,mostly sunny,31°,22°
558,2020-7-12,mostly sunny,31°,16°
559,2020-7-13,mostly sunny,30°,22°
560,2020-7-14,mostly sunny,31°,17°
561,2020-7-15,mostly sunny,30°,18°
562,2020-7-16,mostly sunny,30°,19°
563,2020-7-17,mostly sunny,30°,21°
564,2020-7-18,mostly sunny,29°,20°
565,2020-7-19,mostly sunny,29°,19°
566,2020-7-20,mostly sunny,30°,18°
567,2020-7-21,mostly sunny,30°,20°
568,2020-7-22,mostly sunny,31°,20°
569,2020-7-23,mostly sunny,35°,22°
570,2020-7-24,mostly sunny,34°,23°
571,2020-7-25,mostly sunny,33°,19°
572,2020-7-26,mostly sunny,33°,19°
573,2020-7-27,mostly sunny,32°,21°
574,2020-7-28,mostly sunny,32°,21°
575,2020-7-29,mostly sunny,35°,22°
576,2020-7-30,mostly sunny,33°,22°
577,2020-7-31,mostly sunny,35°,22°
578,2020-8-1,mostly sunny,37°,22°
579,2020-8-2,mostly sunny,34°,24°
580,2020-8-3,mostly sunny,30°,22°
581,2020-8-4,mostly sunny,27°,19°
582,2020-8-5,mostly sunny,31°,16°
583,2020-8-6,mostly sunny,31°,16°
584,2020-8-7,mostly sunny,32°,18°
585,2020-8-8,mostly sunny,32°,18°
586,2020-8-9,mostly sunny,35°,20°
587,2020-8-10,mostly sunny,32°,20°
588,2020-8-11,mostly sunny,32°,23°
589,2020-8-12,mostly sunny,33°,21°
590,2020-8-13,mostly sunny,32°,24°
591,2020-8-14,mostly sunny,33°,22°
592,2020-8-15,mostly sunny,34°,20°
593,2020-8-16,mostly sunny,30°,22°
594,2020-8-17,mostly sunny,30°,22°
595,2020-8-18,mostly sunny,30°,23°
596,2020-8-19,mostly sunny,31°,19°
597,2020-8-20,mostly sunny,32°,22°
598,2020-8-21,mostly sunny,34°,22°
599,2020-8-22,mostly sunny,34°,21°
600,2020-8-23,mostly sunny,29°,23°
601,2020-8-24,mostly sunny,30°,21°
602,2020-8-25,mostly sunny,30°,15°
603,2020-8-26,mostly sunny,33°,18°
604,2020-8-27,mostly sunny,33°,19°
605,2020-8-28,mostly sunny,30°,21°
606,2020-8-29,scattered showers,22°,18°
607,2020-8-30,mostly sunny,26°,17°
608,2020-8-31,mostly sunny,26°,17°
609,2020-9-1,mostly sunny,27°,17°
610,2020-9-2,mostly sunny,28°,12°
611,2020-9-3,mostly sunny,29°,13°
612,2020-9-4,mostly sunny,28°,16°
613,2020-9-5,mostly sunny,27°,15°
614,2020-9-6,mostly sunny,29°,17°
615,2020-9-7,mostly sunny,27°,17°
616,2020-9-8,mostly sunny,31°,16°
617,2020-9-9,mostly cloudy,27°,20°
618,2020-9-10,mostly sunny,24°,19°
619,2020-9-11,mostly sunny,29°,18°
620,2020-9-12,mostly sunny,31°,18°
621,2020-9-13,mostly sunny,32°,18°
622,2020-9-14,mostly sunny,32°,18°
623,2020-9-15,mostly sunny,32°,18°
624,2020-9-16,mostly sunny,30°,18°
625,2020-9-17,mostly sunny,30°,18°
626,2020-9-18,mostly sunny,30°,18°
627,2020-9-19,mostly sunny,31°,22°
628,2020-9-20,mostly sunny,26°,20°
629,2020-9-21,mostly sunny,27°,17°
630,2020-9-22,cloudy,23°,17°
631,2020-9-23,mostly sunny,25°,17°
632,2020-9-24,mostly sunny,26°,18°
633,2020-9-25,mostly sunny,21°,13°
634,2020-9-26,mostly sunny,19°,12°
635,2020-9-27,mostly sunny,17°,10°
636,2020-9-28,mostly sunny,20°,11°
637,2020-9-29,mostly sunny,22°,15°
638,2020-9-30,mostly sunny,21°,11°
639,2020-10-1,mostly cloudy,23°,11°
640,2020-10-2,cloudy,21°,12°
641,2020-10-3,mostly sunny,19°,9°
642,2020-10-4,mostly sunny,21°,12°
643,2020-10-5,mostly sunny,19°,8°
644,2020-10-6,cloudy,19°,11°
645,2020-10-7,mostly sunny,21°,15°
646,2020-10-8,mostly sunny,23°,10°
647,2020-10-9,mostly sunny,22°,10°
648,2020-10-10,mostly sunny,21°,10°
649,2020-10-11,mostly sunny,17°,12°
650,2020-10-12,mostly sunny,17°,11°
651,2020-10-13,mostly sunny,17°,9°
652,2020-10-14,mostly sunny,17°,7°
653,2020-10-15,mostly sunny,14°,6°
654,2020-10-16,mostly sunny,18°,10°
655,2020-10-17,mostly sunny,18°,4°
656,2020-10-18,mostly sunny,18°,4°
657,2020-10-19,mostly sunny,20°,6°
658,2020-10-20,mostly sunny,21°,13°
659,2020-10-21,mostly sunny,23°,15°
660,2020-10-22,cloudy,23°,19°
661,2020-10-23,scattered showers,21°,16°
662,2020-10-24,mostly sunny,20°,11°
663,2020-10-25,mostly cloudy,21°,12°
664,2020-10-26,mostly sunny,18°,12°
665,2020-10-27,mostly sunny,17°,9°
666,2020-10-28,mostly sunny,19°,8°
667,2020-10-29,mostly sunny,21°,12°
668,2020-10-30,mostly sunny,22°,8°
669,2020-10-31,mostly sunny,19°,10°
670,2020-11-1,cloudy,16°,10°
671,2020-11-2,cloudy,19°,9°
672,2020-11-3,cloudy,18°,13°
673,2020-11-4,mostly cloudy,18°,6°
674,2020-11-5,mostly sunny,20°,7°
675,2020-11-6,mostly sunny,21°,9°
676,2020-11-7,mostly sunny,22°,9°
677,2020-11-8,thunderstorm,17°,16°
678,2020-11-9,mostly sunny,21°,14°
679,2020-11-10,mostly sunny,19°,10°
680,2020-11-11,mostly sunny,18°,7°
681,2020-11-12,mostly cloudy,20°,12°
682,2020-11-13,mostly cloudy,19°,12°
683,2020-11-14,mostly sunny,21°,12°
684,2020-11-15,cloudy,18°,14°
685,2020-11-16,mostly sunny,17°,13°
686,2020-11-17,mostly sunny,18°,6°
687,2020-11-18,mostly sunny,20°,5°
688,2020-11-19,mostly sunny,19°,5°
689,2020-11-20,mostly sunny,13°,8°
690,2020-11-21,mostly sunny,13°,1°
691,2020-11-22,mostly sunny,15°,2°
692,2020-11-23,mostly sunny,13°,4°
693,2020-11-24,mostly sunny,16°,3°
694,2020-11-25,mostly sunny,16°,9°
695,2020-11-26,mostly sunny,19°,11°
696,2020-11-27,mostly sunny,18°,11°
697,2020-11-28,mostly sunny,17°,11°
698,2020-11-29,mostly sunny,15°,5°
699,2020-11-30,mostly sunny,12°,1°
700,2020-12-1,mostly sunny,11°,2°
701,2020-12-2,mostly sunny,10°,5°
702,2020-12-3,mostly sunny,11°,5°
703,2020-12-4,cloudy,14°,4°
704,2020-12-5,mostly sunny,7°,1°
705,2020-12-6,mostly sunny,9°,0°
706,2020-12-7,mostly sunny,10°,0°
707,2020-12-8,mostly sunny,10°,7°
708,2020-12-9,mostly sunny,9°,6°
709,2020-12-10,scattered showers,6°,0°
710,2020-12-11,cloudy,10°,0°
711,2020-12-12,mostly sunny,12°,5°
712,2020-12-13,mostly sunny,12°,4°
713,2020-12-14,mostly sunny,15°,3°
714,2020-12-15,cloudy,16°,12°
715,2020-12-16,mostly sunny,17°,11°
716,2020-12-17,cloudy,17°,12°
717,2020-12-18,cloudy,17°,11°
718,2020-12-19,cloudy,17°,11°
719,2020-12-20,mostly cloudy,15°,9°
720,2020-12-21,foggy,15°,7°
721,2020-12-22,foggy,10°,7°
722,2020-12-23,cloudy,16°,7°
723,2020-12-24,mostly sunny,14°,9°
724,2020-12-25,mostly sunny,10°,6°
725,2020-12-26,mostly sunny,8°,3°
726,2020-12-27,mostly sunny,13°,-4°
727,2020-12-28,mostly sunny,13°,8°
728,2020-12-29,mostly sunny,11°,3°
729,2020-12-30,mostly sunny,9°,-1°
730,2020-12-31,mostly cloudy,9°,-1°
