,current_day,cloud,temp_max,temp_min
95,2019-4-6,mostly sunny,15°,4°
96,2019-4-7,mostly sunny,15°,4°
97,2019-4-8,mostly sunny,17°,3°
98,2019-4-9,mostly sunny,15°,5°
99,2019-4-10,foggy,9°,7°
100,2019-4-11,mostly sunny,10°,4°
101,2019-4-12,mostly sunny,11°,1°
102,2019-4-13,mostly sunny,11°,0°
103,2019-4-14,mostly sunny,11°,-1°
104,2019-4-15,mostly sunny,16°,1°
105,2019-4-16,scattered showers,13°,5°
106,2019-4-17,foggy,19°,2°
107,2019-4-18,mostly sunny,22°,7°
108,2019-4-19,mostly sunny,21°,6°
109,2019-4-20,mostly sunny,19°,8°
110,2019-4-21,foggy,20°,7°
111,2019-4-22,mostly sunny,23°,7°
112,2019-4-23,mostly sunny,19°,11°
113,2019-4-24,cloudy,14°,7°
114,2019-4-25,mostly cloudy,14°,7°
115,2019-4-26,cloudy,16°,7°
116,2019-4-27,mostly cloudy,13°,6°
117,2019-4-28,mostly sunny,13°,5°
118,2019-4-29,mostly sunny,15°,5°
119,2019-4-30,mostly sunny,16°,3°
120,2019-5-1,mostly sunny,15°,5°
121,2019-5-2,cloudy,15°,8°
122,2019-5-3,cloudy,14°,7°
123,2019-5-4,mostly cloudy,11°,5°
124,2019-5-5,mostly cloudy,11°,4°
125,2019-5-6,mostly sunny,13°,1°
126,2019-5-7,mostly sunny,16°,4°
127,2019-5-8,mostly cloudy,16°,9°
128,2019-5-9,mostly cloudy,14°,7°
129,2019-5-10,cloudy,15°,4°
130,2019-5-11,mostly cloudy,14°,8°
131,2019-5-12,mostly sunny,15°,4°
132,2019-5-13,mostly sunny,15°,3°
133,2019-5-14,mostly sunny,17°,7°
134,2019-5-15,mostly sunny,18°,7°
135,2019-5-16,mostly sunny,18°,5°
136,2019-5-17,cloudy,15°,9°
137,2019-5-18,foggy,15°,8°
138,2019-5-19,foggy,13°,11°
139,2019-5-20,foggy,17°,10°
140,2019-5-21,mostly sunny,18°,8°
141,2019-5-22,mostly sunny,19°,6°
142,2019-5-23,mostly sunny,22°,9°
143,2019-5-24,mostly sunny,18°,7°
144,2019-5-25,mostly cloudy,20°,8°
145,2019-5-26,cloudy,17°,11°
146,2019-5-27,mostly cloudy,18°,11°
147,2019-5-28,mostly sunny,16°,9°
148,2019-5-29,cloudy,16°,8°
149,2019-5-30,cloudy,19°,13°
150,2019-5-31,cloudy,24°,12°
151,2019-6-1,mostly sunny,28°,9°
152,2019-6-2,mostly sunny,27°,13°
153,2019-6-3,cloudy,20°,13°
154,2019-6-4,cloudy,20°,10°
155,2019-6-5,mostly cloudy,16°,10°
156,2019-6-6,mostly sunny,19°,9°
157,2019-6-7,scattered showers,16°,11°
158,2019-6-8,mostly cloudy,18°,11°
159,2019-6-9,cloudy,17°,8°
160,2019-6-10,scattered showers,14°,9°
161,2019-6-11,mostly cloudy,18°,7°
162,2019-6-12,cloudy,18°,10°
163,2019-6-13,cloudy,18°,10°
164,2019-6-14,mostly sunny,21°,8°
165,2019-6-15,mostly cloudy,18°,10°
166,2019-6-16,mostly cloudy,21°,12°
167,2019-6-17,mostly sunny,22°,10°
168,2019-6-18,mostly sunny,22°,12°
169,2019-6-19,mostly cloudy,20°,13°
170,2019-6-20,mostly sunny,18°,11°
171,2019-6-21,mostly sunny,19°,8°
172,2019-6-22,mostly sunny,21°,8°
173,2019-6-23,mostly sunny,27°,11°
174,2019-6-24,mostly sunny,23°,15°
175,2019-6-25,cloudy,21°,14°
176,2019-6-26,mostly sunny,25°,15°
177,2019-6-27,mostly sunny,25°,0°
178,2019-6-28,mostly sunny,33°,18°
179,2019-6-29,mostly sunny,35°,17°
180,2019-6-30,mostly sunny,22°,14°
181,2019-7-1,mostly sunny,21°,11°
182,2019-7-2,mostly sunny,20°,10°
183,2019-7-3,mostly sunny,20°,11°
184,2019-7-4,mostly sunny,22°,12°
185,2019-7-5,mostly sunny,25°,10°
186,2019-7-6,mostly sunny,25°,14°
187,2019-7-7,mostly sunny,24°,12°
188,2019-7-8,mostly sunny,23°,13°
189,2019-7-9,mostly sunny,23°,10°
190,2019-7-10,mostly sunny,26°,10°
191,2019-7-11,mostly sunny,27°,15°
192,2019-7-12,cloudy,24°,14°
193,2019-7-13,mostly sunny,22°,12°
194,2019-7-14,mostly sunny,21°,13°
195,2019-7-15,cloudy,19°,12°
196,2019-7-16,mostly sunny,23°,9°
197,2019-7-17,mostly sunny,25°,9°
198,2019-7-18,cloudy,23°,13°
199,2019-7-19,cloudy,25°,13°
200,2019-7-20,mostly cloudy,25°,15°
201,2019-7-21,mostly sunny,25°,12°
202,2019-7-22,mostly sunny,27°,12°
203,2019-7-23,mostly sunny,38°,15°
204,2019-7-24,mostly sunny,31°,18°
205,2019-7-25,mostly sunny,38°,18°
206,2019-7-26,cloudy,24°,17°
207,2019-7-27,mostly sunny,23°,16°
208,2019-7-28,mostly sunny,23°,14°
209,2019-7-29,mostly sunny,28°,10°
210,2019-7-30,mostly cloudy,24°,16°
211,2019-7-31,cloudy,22°,13°
212,2019-8-1,mostly sunny,23°,14°
213,2019-8-2,mostly sunny,24°,11°
214,2019-8-3,mostly sunny,25°,12°
215,2019-8-4,mostly sunny,28°,16°
216,2019-8-5,cloudy,23°,14°
217,2019-8-6,mostly sunny,23°,14°
218,2019-8-7,mostly sunny,25°,14°
219,2019-8-8,mostly sunny,27°,16°
220,2019-8-9,mostly cloudy,25°,19°
221,2019-8-10,cloudy,24°,17°
222,2019-8-11,mostly cloudy,23°,13°
223,2019-8-12,mostly cloudy,20°,11°
224,2019-8-13,mostly cloudy,18°,10°
225,2019-8-14,cloudy,21°,10°
226,2019-8-15,mostly cloudy,22°,15°
227,2019-8-16,mostly cloudy,22°,12°
228,2019-8-17,cloudy,20°,16°
229,2019-8-18,cloudy,22°,13°
230,2019-8-19,mostly sunny,22°,12°
231,2019-8-20,mostly sunny,21°,10°
232,2019-8-21,mostly sunny,23°,8°
233,2019-8-22,mostly sunny,24°,9°
234,2019-8-23,mostly sunny,26°,10°
235,2019-8-24,mostly sunny,32°,10°
236,2019-8-25,mostly sunny,28°,14°
237,2019-8-26,mostly sunny,27°,15°
238,2019-8-27,mostly sunny,31°,16°
239,2019-8-28,cloudy,23°,16°
240,2019-8-29,mostly sunny,22°,13°
241,2019-8-30,mostly sunny,27°,9°
242,2019-8-31,mostly sunny,23°,12°
243,2019-9-1,mostly sunny,20°,12°
244,2019-9-2,mostly sunny,21°,9°
245,2019-9-3,cloudy,21°,11°
246,2019-9-4,mostly sunny,21°,10°
247,2019-9-5,cloudy,18°,10°
248,2019-9-6,cloudy,19°,9°
249,2019-9-7,cloudy,19°,11°
250,2019-9-8,mostly sunny,17°,8°
251,2019-9-9,mostly sunny,19°,6°
252,2019-9-10,mostly sunny,20°,8°
253,2019-9-11,cloudy,20°,12°
254,2019-9-12,cloudy,21°,15°
255,2019-9-13,cloudy,20°,14°
256,2019-9-14,mostly sunny,23°,13°
257,2019-9-15,mostly sunny,23°,10°
258,2019-9-16,mostly sunny,23°,8°
259,2019-9-17,cloudy,19°,14°
260,2019-9-18,mostly sunny,19°,11°
261,2019-9-19,mostly sunny,20°,10°
262,2019-9-20,mostly sunny,24°,9°
263,2019-9-21,mostly sunny,29°,11°
264,2019-9-22,mostly cloudy,22°,14°
265,2019-9-23,cloudy,20°,10°
266,2019-9-24,cloudy,20°,15°
267,2019-9-25,cloudy,18°,14°
268,2019-9-26,cloudy,19°,15°
269,2019-9-27,mostly cloudy,20°,13°
270,2019-9-28,mostly cloudy,19°,13°
271,2019-9-29,cloudy,20°,14°
272,2019-9-30,cloudy,19°,11°
273,2019-10-1,cloudy,20°,15°
274,2019-10-2,cloudy,15°,7°
275,2019-10-3,mostly sunny,17°,4°
276,2019-10-4,cloudy,17°,12°
277,2019-10-5,cloudy,18°,12°
278,2019-10-6,mostly sunny,17°,12°
279,2019-10-7,cloudy,14°,11°
280,2019-10-8,cloudy,18°,12°
281,2019-10-9,mostly cloudy,15°,11°
282,2019-10-10,mostly sunny,17°,10°
283,2019-10-11,cloudy,19°,14°
284,2019-10-12,cloudy,20°,14°
285,2019-10-13,cloudy,19°,12°
286,2019-10-14,cloudy,21°,12°
287,2019-10-15,mostly cloudy,15°,9°
288,2019-10-16,scattered showers,16°,11°
289,2019-10-17,mostly sunny,16°,9°
290,2019-10-18,mostly sunny,16°,9°
291,2019-10-19,mostly sunny,16°,10°
292,2019-10-20,mostly cloudy,13°,9°
293,2019-10-21,scattered showers,14°,10°
294,2019-10-22,mostly sunny,16°,0°
295,2019-10-23,cloudy,15°,9°
296,2019-10-24,foggy,15°,8°
297,2019-10-25,cloudy,18°,9°
298,2019-10-26,mostly sunny,21°,13°
299,2019-10-27,mostly sunny,16°,8°
300,2019-10-28,mostly sunny,10°,6°
301,2019-10-29,scattered showers,10°,8°
302,2019-10-30,scattered showers,10°,8°
303,2019-10-31,cloudy,12°,9°
304,2019-11-1,cloudy,18°,12°
305,2019-11-2,mostly sunny,14°,9°
306,2019-11-3,scattered showers,14°,9°
307,2019-11-4,mostly cloudy,14°,9°
308,2019-11-5,cloudy,12°,7°
309,2019-11-6,cloudy,12°,7°
310,2019-11-7,mostly cloudy,10°,3°
311,2019-11-8,mostly sunny,11°,4°
312,2019-11-9,scattered showers,9°,2°
313,2019-11-10,cloudy,10°,5°
314,2019-11-11,cloudy,11°,5°
315,2019-11-12,mostly sunny,8°,5°
316,2019-11-13,scattered showers,10°,5°
317,2019-11-14,mostly sunny,9°,0°
318,2019-11-15,scattered showers,6°,-1°
319,2019-11-16,cloudy,7°,2°
320,2019-11-17,foggy,9°,2°
321,2019-11-18,cloudy,10°,1°
322,2019-11-19,mostly sunny,8°,1°
323,2019-11-20,mostly sunny,7°,-1°
324,2019-11-21,cloudy,8°,0°
325,2019-11-22,mostly sunny,11°,4°
326,2019-11-23,cloudy,11°,7°
327,2019-11-24,cloudy,11°,6°
328,2019-11-25,cloudy,13°,8°
329,2019-11-26,cloudy,15°,9°
330,2019-11-27,cloudy,12°,9°
331,2019-11-28,mostly cloudy,12°,9°
332,2019-11-29,cloudy,10°,6°
333,2019-11-30,mostly sunny,8°,5°
334,2019-12-1,scattered showers,7°,4°
335,2019-12-2,cloudy,8°,1°
336,2019-12-3,mostly sunny,8°,-2°
337,2019-12-4,foggy,4°,-3°
338,2019-12-5,foggy,8°,0°
339,2019-12-6,cloudy,12°,5°
340,2019-12-7,cloudy,12°,8°
341,2019-12-8,mostly cloudy,12°,7°
342,2019-12-9,cloudy,10°,3°
343,2019-12-10,cloudy,10°,2°
344,2019-12-11,mostly sunny,9°,4°
345,2019-12-12,scattered showers,10°,3°
346,2019-12-13,cloudy,13°,7°
347,2019-12-14,cloudy,12°,7°
348,2019-12-15,mostly sunny,11°,5°
349,2019-12-16,scattered showers,9°,7°
350,2019-12-17,cloudy,9°,6°
351,2019-12-18,mostly sunny,12°,3°
352,2019-12-19,cloudy,15°,9°
353,2019-12-20,scattered showers,12°,7°
354,2019-12-21,mostly cloudy,11°,6°
355,2019-12-22,mostly cloudy,10°,8°
356,2019-12-23,mostly cloudy,10°,8°
357,2019-12-24,cloudy,12°,8°
358,2019-12-25,mostly sunny,11°,3°
359,2019-12-26,cloudy,12°,3°
360,2019-12-27,cloudy,12°,8°
361,2019-12-28,cloudy,8°,2°
362,2019-12-29,foggy,6°,1°
363,2019-12-30,mostly sunny,10°,-1°
364,2019-12-31,foggy,4°,-2°
365,2020-1-1,foggy,7°,0°
366,2020-1-2,cloudy,10°,5°
367,2020-1-3,cloudy,11°,4°
368,2020-1-4,cloudy,10°,3°
369,2020-1-5,cloudy,8°,6°
370,2020-1-6,mostly sunny,9°,0°
371,2020-1-7,cloudy,13°,7°
372,2020-1-8,cloudy,13°,12°
373,2020-1-9,cloudy,14°,9°
374,2020-1-10,cloudy,9°,4°
375,2020-1-11,cloudy,10°,3°
376,2020-1-12,mostly cloudy,13°,5°
377,2020-1-13,cloudy,12°,4°
378,2020-1-14,cloudy,13°,9°
379,2020-1-15,mostly cloudy,11°,4°
380,2020-1-16,mostly sunny,14°,3°
381,2020-1-17,scattered showers,10°,4°
382,2020-1-18,mostly sunny,8°,1°
383,2020-1-19,mostly cloudy,8°,1°
384,2020-1-20,mostly sunny,7°,2°
385,2020-1-21,mostly sunny,6°,0°
386,2020-1-22,foggy,5°,-3°
387,2020-1-23,foggy,3°,-2°
388,2020-1-24,foggy,3°,0°
389,2020-1-25,foggy,10°,0°
390,2020-1-26,foggy,11°,3°
391,2020-1-27,mostly cloudy,10°,6°
392,2020-1-28,mostly sunny,8°,2°
393,2020-1-29,mostly sunny,10°,4°
394,2020-1-30,cloudy,14°,3°
395,2020-1-31,cloudy,13°,11°
396,2020-2-1,cloudy,13°,7°
397,2020-2-2,cloudy,15°,10°
398,2020-2-3,cloudy,12°,7°
399,2020-2-4,cloudy,9°,6°
400,2020-2-5,cloudy,10°,2°
401,2020-2-6,mostly sunny,9°,-1°
402,2020-2-7,mostly sunny,10°,-1°
403,2020-2-8,cloudy,11°,5°
404,2020-2-9,cloudy,14°,6°
405,2020-2-10,scattered showers,12°,6°
406,2020-2-11,mostly sunny,8°,4°
407,2020-2-12,mostly sunny,10°,3°
408,2020-2-13,cloudy,10°,6°
409,2020-2-14,cloudy,13°,8°
410,2020-2-15,cloudy,14°,9°
411,2020-2-16,cloudy,16°,8°
412,2020-2-17,mostly sunny,11°,6°
413,2020-2-18,mostly cloudy,11°,4°
414,2020-2-19,cloudy,10°,5°
415,2020-2-20,cloudy,12°,4°
416,2020-2-21,mostly sunny,10°,3°
417,2020-2-22,cloudy,11°,7°
418,2020-2-23,cloudy,13°,11°
419,2020-2-24,cloudy,13°,10°
420,2020-2-25,mostly cloudy,10°,4°
421,2020-2-26,mostly cloudy,9°,2°
422,2020-2-27,cloudy,11°,2°
423,2020-2-28,cloudy,12°,2°
424,2020-2-29,mostly cloudy,11°,5°
425,2020-3-1,mostly sunny,10°,5°
426,2020-3-2,mostly cloudy,9°,4°
427,2020-3-3,mostly cloudy,9°,2°
428,2020-3-4,cloudy,10°,4°
429,2020-3-5,scattered showers,13°,6°
430,2020-3-6,cloudy,9°,3°
431,2020-3-7,cloudy,12°,4°
432,2020-3-8,mostly cloudy,13°,7°
433,2020-3-9,mostly cloudy,11°,6°
434,2020-3-10,cloudy,14°,10°
435,2020-3-11,cloudy,16°,12°
436,2020-3-12,mostly sunny,13°,6°
437,2020-3-13,mostly sunny,12°,5°
438,2020-3-14,cloudy,12°,6°
439,2020-3-15,cloudy,14°,6°
440,2020-3-16,cloudy,11°,3°
441,2020-3-17,mostly sunny,15°,-1°
442,2020-3-18,mostly sunny,16°,3°
443,2020-3-19,foggy,13°,4°
444,2020-3-20,foggy,10°,7°
445,2020-3-21,cloudy,9°,6°
446,2020-3-22,cloudy,9°,5°
447,2020-3-23,mostly sunny,12°,3°
448,2020-3-24,mostly sunny,15°,0°
449,2020-3-25,mostly sunny,11°,0°
450,2020-3-26,mostly sunny,10°,-1°
451,2020-3-27,mostly sunny,11°,0°
452,2020-3-28,foggy,11°,8°
453,2020-3-29,cloudy,8°,4°
454,2020-3-30,mostly sunny,8°,1°
455,2020-3-31,mostly sunny,10°,4°
456,2020-4-1,mostly sunny,10°,-1°
457,2020-4-2,cloudy,11°,0°
458,2020-4-3,cloudy,12°,6°
459,2020-4-4,mostly sunny,17°,0°
460,2020-4-5,mostly sunny,22°,3°
461,2020-4-6,mostly cloudy,17°,8°
462,2020-4-7,mostly sunny,19°,5°
463,2020-4-8,mostly sunny,21°,9°
464,2020-4-9,mostly sunny,24°,5°
465,2020-4-10,mostly sunny,23°,8°
466,2020-4-11,mostly sunny,24°,10°
467,2020-4-12,mostly sunny,23°,6°
468,2020-4-13,mostly sunny,14°,7°
469,2020-4-14,mostly sunny,12°,3°
470,2020-4-15,mostly sunny,19°,4°
471,2020-4-16,mostly sunny,23°,7°
472,2020-4-17,mostly cloudy,19°,11°
473,2020-4-18,foggy,16°,10°
474,2020-4-19,foggy,14°,9°
475,2020-4-20,mostly sunny,16°,9°
476,2020-4-21,mostly sunny,16°,9°
477,2020-4-22,mostly sunny,18°,6°
478,2020-4-23,mostly sunny,21°,5°
479,2020-4-24,mostly sunny,20°,8°
480,2020-4-25,mostly sunny,17°,10°
481,2020-4-26,mostly sunny,18°,9°
482,2020-4-27,mostly sunny,20°,7°
483,2020-4-28,cloudy,16°,10°
484,2020-4-29,mostly cloudy,13°,9°
485,2020-4-30,mostly cloudy,14°,6°
486,2020-5-1,mostly cloudy,15°,7°
487,2020-5-2,mostly sunny,15°,6°
488,2020-5-3,cloudy,18°,9°
489,2020-5-4,cloudy,16°,10°
490,2020-5-5,cloudy,14°,8°
491,2020-5-6,mostly sunny,17°,5°
492,2020-5-7,mostly sunny,21°,6°
493,2020-5-8,mostly sunny,21°,7°
494,2020-5-9,mostly sunny,19°,11°
495,2020-5-10,foggy,18°,10°
496,2020-5-11,cloudy,11°,8°
497,2020-5-12,mostly sunny,12°,6°
498,2020-5-13,mostly sunny,13°,2°
499,2020-5-14,mostly sunny,12°,6°
500,2020-5-15,mostly sunny,12°,6°
501,2020-5-16,mostly sunny,17°,3°
502,2020-5-17,mostly sunny,18°,5°
503,2020-5-18,mostly sunny,21°,0°
504,2020-5-19,mostly sunny,19°,0°
505,2020-5-20,mostly sunny,24°,7°
506,2020-5-21,mostly sunny,24°,12°
507,2020-5-22,mostly cloudy,20°,13°
508,2020-5-23,mostly sunny,18°,10°
509,2020-5-24,mostly sunny,19°,7°
510,2020-5-25,mostly sunny,21°,7°
511,2020-5-26,mostly sunny,22°,9°
512,2020-5-27,mostly sunny,22°,9°
513,2020-5-28,mostly sunny,19°,13°
514,2020-5-29,mostly sunny,22°,9°
515,2020-5-30,mostly sunny,23°,8°
516,2020-5-31,mostly sunny,24°,9°
517,2020-6-1,mostly sunny,22°,10°
518,2020-6-2,mostly sunny,21°,10°
519,2020-6-3,mostly sunny,22°,9°
520,2020-6-4,cloudy,14°,12°
521,2020-6-5,cloudy,16°,11°
522,2020-6-6,mostly cloudy,16°,9°
523,2020-6-7,mostly cloudy,17°,11°
524,2020-6-8,cloudy,16°,7°
525,2020-6-9,cloudy,17°,7°
526,2020-6-10,cloudy,15°,7°
527,2020-6-11,mostly sunny,20°,11°
528,2020-6-12,mostly cloudy,20°,13°
529,2020-6-13,mostly sunny,20°,10°
530,2020-6-14,mostly cloudy,22°,13°
531,2020-6-15,cloudy,21°,13°
532,2020-6-16,mostly sunny,20°,12°
533,2020-6-17,mostly sunny,20°,11°
534,2020-6-18,cloudy,19°,11°
535,2020-6-19,cloudy,20°,12°
536,2020-6-20,mostly sunny,22°,12°
537,2020-6-21,mostly sunny,20°,11°
538,2020-6-22,mostly sunny,23°,9°
539,2020-6-23,mostly sunny,27°,10°
540,2020-6-24,mostly sunny,30°,13°
541,2020-6-25,mostly sunny,32°,15°
542,2020-6-26,cloudy,26°,17°
543,2020-6-27,cloudy,22°,15°
544,2020-6-28,mostly sunny,22°,13°
545,2020-6-29,cloudy,19°,11°
546,2020-6-30,cloudy,24°,13°
547,2020-7-1,cloudy,22°,15°
548,2020-7-2,mostly cloudy,21°,12°
549,2020-7-3,mostly cloudy,22°,12°
550,2020-7-4,cloudy,22°,15°
551,2020-7-5,cloudy,20°,13°
552,2020-7-6,mostly cloudy,20°,10°
553,2020-7-7,mostly sunny,22°,9°
554,2020-7-8,cloudy,21°,12°
555,2020-7-9,cloudy,28°,15°
556,2020-7-10,cloudy,20°,11°
557,2020-7-11,mostly sunny,20°,9°
558,2020-7-12,mostly sunny,21°,7°
559,2020-7-13,mostly sunny,23°,11°
560,2020-7-14,cloudy,21°,13°
561,2020-7-15,cloudy,20°,13°
562,2020-7-16,cloudy,21°,15°
563,2020-7-17,mostly sunny,25°,12°
564,2020-7-18,mostly sunny,25°,12°
565,2020-7-19,mostly sunny,24°,11°
566,2020-7-20,mostly sunny,21°,15°
567,2020-7-21,mostly sunny,22°,11°
568,2020-7-22,mostly sunny,22°,10°
569,2020-7-23,mostly sunny,25°,10°
570,2020-7-24,cloudy,23°,15°
571,2020-7-25,cloudy,23°,17°
572,2020-7-26,mostly cloudy,23°,15°
573,2020-7-27,mostly sunny,26°,13°
574,2020-7-28,mostly cloudy,22°,12°
575,2020-7-29,mostly sunny,22°,10°
576,2020-7-30,mostly sunny,31°,11°
577,2020-7-31,mostly sunny,35°,15°
578,2020-8-1,cloudy,25°,16°
579,2020-8-2,cloudy,22°,12°
580,2020-8-3,mostly sunny,21°,12°
581,2020-8-4,mostly sunny,24°,11°
582,2020-8-5,mostly sunny,29°,11°
583,2020-8-6,mostly sunny,33°,12°
584,2020-8-7,mostly sunny,37°,13°
585,2020-8-8,mostly sunny,34°,19°
586,2020-8-9,mostly sunny,29°,18°
587,2020-8-10,mostly sunny,31°,16°
588,2020-8-11,mostly sunny,31°,17°
589,2020-8-12,mostly sunny,33°,18°
590,2020-8-13,cloudy,25°,18°
591,2020-8-14,cloudy,22°,18°
592,2020-8-15,cloudy,24°,18°
593,2020-8-16,cloudy,23°,16°
594,2020-8-17,mostly cloudy,22°,14°
595,2020-8-18,cloudy,25°,14°
596,2020-8-19,cloudy,23°,17°
597,2020-8-20,mostly sunny,27°,18°
598,2020-8-21,mostly cloudy,26°,18°
599,2020-8-22,mostly sunny,23°,16°
600,2020-8-23,cloudy,21°,13°
601,2020-8-24,cloudy,20°,14°
602,2020-8-25,mostly cloudy,24°,15°
603,2020-8-26,cloudy,21°,13°
604,2020-8-27,mostly sunny,23°,12°
605,2020-8-28,mostly cloudy,19°,13°
606,2020-8-29,mostly cloudy,16°,13°
607,2020-8-30,cloudy,16°,12°
608,2020-8-31,cloudy,19°,12°
609,2020-9-1,mostly sunny,19°,9°
610,2020-9-2,mostly sunny,23°,8°
611,2020-9-3,cloudy,24°,16°
612,2020-9-4,cloudy,19°,16°
613,2020-9-5,mostly cloudy,19°,12°
614,2020-9-6,mostly sunny,20°,11°
615,2020-9-7,mostly sunny,22°,9°
616,2020-9-8,cloudy,25°,15°
617,2020-9-9,mostly sunny,23°,12°
618,2020-9-10,cloudy,23°,14°
619,2020-9-11,mostly cloudy,21°,10°
620,2020-9-12,cloudy,22°,10°
621,2020-9-13,mostly sunny,27°,9°
622,2020-9-14,mostly sunny,32°,9°
623,2020-9-15,mostly sunny,28°,16°
624,2020-9-16,mostly sunny,24°,17°
625,2020-9-17,mostly sunny,23°,17°
626,2020-9-18,mostly sunny,23°,11°
627,2020-9-19,cloudy,25°,17°
628,2020-9-20,foggy,26°,15°
629,2020-9-21,mostly sunny,24°,13°
630,2020-9-22,foggy,22°,10°
631,2020-9-23,cloudy,20°,11°
632,2020-9-24,mostly sunny,17°,9°
633,2020-9-25,mostly cloudy,14°,9°
634,2020-9-26,mostly cloudy,13°,9°
635,2020-9-27,cloudy,14°,11°
636,2020-9-28,cloudy,17°,9°
637,2020-9-29,cloudy,19°,14°
638,2020-9-30,cloudy,19°,13°
639,2020-10-1,mostly sunny,15°,11°
640,2020-10-2,cloudy,16°,10°
641,2020-10-3,cloudy,16°,8°
642,2020-10-4,scattered showers,13°,9°
643,2020-10-5,cloudy,14°,11°
644,2020-10-6,mostly cloudy,16°,12°
645,2020-10-7,mostly cloudy,18°,12°
646,2020-10-8,cloudy,19°,14°
647,2020-10-9,mostly cloudy,16°,11°
648,2020-10-10,mostly cloudy,15°,7°
649,2020-10-11,mostly cloudy,14°,9°
650,2020-10-12,cloudy,15°,8°
651,2020-10-13,cloudy,12°,6°
652,2020-10-14,mostly sunny,14°,3°
653,2020-10-15,cloudy,13°,7°
654,2020-10-16,mostly sunny,13°,6°
655,2020-10-17,cloudy,12°,6°
