,current_day,cloud,temp_max,temp_min
649,2020-10-11,cloudy,14°,9°
650,2020-10-12,cloudy,14°,8°
651,2020-10-13,mostly cloudy,16°,10°
652,2020-10-14,mostly cloudy,12°,9°
653,2020-10-15,cloudy,13°,8°
654,2020-10-16,cloudy,13°,6°
655,2020-10-17,mostly sunny,17°,3°
656,2020-10-18,mostly sunny,18°,4°
657,2020-10-19,mostly sunny,17°,7°
658,2020-10-20,mostly sunny,18°,15°
659,2020-10-21,mostly sunny,22°,17°
660,2020-10-22,cloudy,19°,17°
661,2020-10-23,cloudy,17°,12°
662,2020-10-24,mostly sunny,19°,9°
663,2020-10-25,mostly sunny,19°,7°
664,2020-10-26,mostly cloudy,13°,9°
665,2020-10-27,cloudy,18°,10°
666,2020-10-28,cloudy,17°,12°
667,2020-10-29,mostly sunny,18°,10°
668,2020-10-30,mostly sunny,20°,6°
669,2020-10-31,mostly sunny,21°,5°
670,2020-11-1,mostly sunny,22°,7°
671,2020-11-2,mostly sunny,21°,10°
672,2020-11-3,cloudy,15°,9°
673,2020-11-4,mostly sunny,12°,7°
674,2020-11-5,mostly sunny,16°,3°
675,2020-11-6,mostly sunny,18°,14°
676,2020-11-7,cloudy,19°,14°
677,2020-11-8,tornado,14°,13°
678,2020-11-9,cloudy,17°,14°
679,2020-11-10,mostly cloudy,17°,9°
680,2020-11-11,foggy,18°,6°
681,2020-11-12,mostly sunny,20°,8°
682,2020-11-13,mostly sunny,18°,11°
683,2020-11-14,cloudy,20°,9°
684,2020-11-15,cloudy,20°,13°
685,2020-11-16,mostly sunny,16°,8°
686,2020-11-17,mostly sunny,17°,5°
687,2020-11-18,mostly sunny,18°,10°
688,2020-11-19,cloudy,13°,7°
689,2020-11-20,mostly cloudy,12°,4°
690,2020-11-21,mostly sunny,11°,-1°
691,2020-11-22,foggy,14°,-1°
692,2020-11-23,mostly sunny,12°,0°
693,2020-11-24,mostly sunny,14°,1°
694,2020-11-25,foggy,18°,6°
695,2020-11-26,mostly cloudy,17°,7°
696,2020-11-27,cloudy,16°,12°
697,2020-11-28,cloudy,16°,11°
698,2020-11-29,mostly sunny,17°,6°
699,2020-11-30,mostly sunny,12°,3°
700,2020-12-1,cloudy,11°,3°
701,2020-12-2,cloudy,6°,3°
702,2020-12-3,mostly sunny,12°,4°
703,2020-12-4,scattered showers,9°,4°
704,2020-12-5,scattered showers,9°,1°
705,2020-12-6,mostly cloudy,9°,4°
706,2020-12-7,scattered showers,8°,3°
707,2020-12-8,cloudy,8°,4°
708,2020-12-9,cloudy,9°,3°
709,2020-12-10,mostly cloudy,11°,5°
710,2020-12-11,mostly cloudy,15°,5°
711,2020-12-12,mostly cloudy,11°,7°
712,2020-12-13,mostly sunny,11°,6°
713,2020-12-14,cloudy,14°,9°
714,2020-12-15,cloudy,14°,6°
715,2020-12-16,foggy,15°,3°
716,2020-12-17,foggy,13°,5°
717,2020-12-18,foggy,13°,6°
718,2020-12-19,foggy,13°,8°
719,2020-12-20,cloudy,14°,6°
720,2020-12-21,cloudy,12°,3°
721,2020-12-22,mostly sunny,16°,7°
722,2020-12-23,cloudy,15°,9°
723,2020-12-24,cloudy,11°,7°
724,2020-12-25,cloudy,7°,2°
725,2020-12-26,mostly sunny,6°,-2°
726,2020-12-27,mostly sunny,6°,-3°
727,2020-12-28,scattered showers,8°,4°
728,2020-12-29,scattered showers,6°,4°
729,2020-12-30,mostly cloudy,8°,4°
730,2020-12-31,scattered showers,11°,4°
