,current_day,cloud,temp_max,temp_min
254,2019-9-12,cloudy,24°,16°
255,2019-9-13,cloudy,21°,14°
256,2019-9-14,mostly sunny,25°,13°
257,2019-9-15,mostly sunny,28°,11°
258,2019-9-16,mostly sunny,27°,11°
259,2019-9-17,cloudy,21°,13°
260,2019-9-18,mostly sunny,19°,7°
261,2019-9-19,mostly sunny,18°,7°
262,2019-9-20,mostly sunny,21°,6°
263,2019-9-21,mostly sunny,26°,8°
264,2019-9-22,mostly sunny,28°,13°
265,2019-9-23,cloudy,18°,13°
266,2019-9-24,mostly sunny,16°,11°
267,2019-9-25,cloudy,16°,13°
268,2019-9-26,cloudy,18°,14°
269,2019-9-27,cloudy,17°,14°
270,2019-9-28,cloudy,17°,13°
271,2019-9-29,cloudy,20°,11°
272,2019-9-30,cloudy,18°,12°
273,2019-10-1,cloudy,21°,11°
274,2019-10-2,cloudy,14°,7°
275,2019-10-3,mostly sunny,14°,4°
276,2019-10-4,cloudy,16°,8°
277,2019-10-5,cloudy,14°,11°
278,2019-10-6,cloudy,15°,9°
279,2019-10-7,cloudy,13°,9°
280,2019-10-8,cloudy,15°,11°
281,2019-10-9,mostly cloudy,13°,9°
282,2019-10-10,cloudy,15°,9°
283,2019-10-11,cloudy,19°,9°
284,2019-10-12,mostly sunny,20°,11°
285,2019-10-13,mostly sunny,24°,15°
286,2019-10-14,mostly sunny,23°,15°
287,2019-10-15,scattered showers,19°,11°
288,2019-10-16,mostly sunny,18°,9°
289,2019-10-17,cloudy,15°,13°
290,2019-10-18,mostly sunny,16°,10°
291,2019-10-19,cloudy,16°,10°
292,2019-10-20,scattered showers,17°,12°
293,2019-10-21,cloudy,15°,11°
294,2019-10-22,cloudy,15°,9°
295,2019-10-23,cloudy,16°,8°
296,2019-10-24,mostly sunny,20°,11°
297,2019-10-25,cloudy,17°,11°
298,2019-10-26,mostly sunny,19°,9°
299,2019-10-27,cloudy,15°,7°
300,2019-10-28,mostly sunny,11°,7°
301,2019-10-29,mostly sunny,10°,6°
302,2019-10-30,mostly sunny,10°,5°
303,2019-10-31,mostly sunny,11°,2°
304,2019-11-1,cloudy,13°,6°
305,2019-11-2,cloudy,16°,10°
306,2019-11-3,scattered showers,14°,10°
307,2019-11-4,mostly cloudy,13°,9°
308,2019-11-5,cloudy,13°,6°
309,2019-11-6,cloudy,10°,7°
310,2019-11-7,cloudy,10°,4°
311,2019-11-8,mostly sunny,9°,2°
312,2019-11-9,cloudy,7°,1°
313,2019-11-10,cloudy,7°,-2°
314,2019-11-11,foggy,6°,1°
315,2019-11-12,cloudy,7°,1°
316,2019-11-13,cloudy,5°,1°
317,2019-11-14,cloudy,5°,3°
318,2019-11-15,cloudy,5°,1°
319,2019-11-16,mostly sunny,7°,-2°
320,2019-11-17,foggy,4°,-2°
321,2019-11-18,scattered showers,5°,1°
322,2019-11-19,cloudy,6°,-2°
323,2019-11-20,foggy,3°,-4°
324,2019-11-21,foggy,6°,1°
325,2019-11-22,mostly sunny,11°,4°
326,2019-11-23,mostly sunny,8°,3°
327,2019-11-24,foggy,10°,0°
328,2019-11-25,foggy,10°,6°
329,2019-11-26,cloudy,12°,7°
330,2019-11-27,cloudy,11°,8°
331,2019-11-28,cloudy,11°,9°
332,2019-11-29,cloudy,9°,3°
333,2019-11-30,mostly sunny,6°,-1°
334,2019-12-1,scattered showers,2°,2°
335,2019-12-2,mostly sunny,4°,-2°
336,2019-12-3,foggy,6°,-2°
337,2019-12-4,mostly sunny,6°,-2°
338,2019-12-5,foggy,3°,-5°
339,2019-12-6,foggy,6°,-2°
340,2019-12-7,cloudy,9°,7°
341,2019-12-8,cloudy,10°,7°
342,2019-12-9,cloudy,7°,4°
343,2019-12-10,cloudy,4°,-1°
344,2019-12-11,scattered showers,5°,2°
345,2019-12-12,cloudy,5°,2°
346,2019-12-13,scattered showers,6°,2°
347,2019-12-14,scattered showers,9°,4°
348,2019-12-15,scattered showers,10°,7°
349,2019-12-16,mostly sunny,12°,8°
350,2019-12-17,mostly sunny,17°,10°
351,2019-12-18,cloudy,10°,6°
352,2019-12-19,mostly sunny,15°,7°
353,2019-12-20,scattered showers,11°,6°
354,2019-12-21,cloudy,8°,4°
355,2019-12-22,cloudy,9°,6°
356,2019-12-23,cloudy,8°,6°
357,2019-12-24,cloudy,11°,5°
358,2019-12-25,cloudy,9°,5°
359,2019-12-26,foggy,6°,1°
360,2019-12-27,cloudy,9°,6°
361,2019-12-28,mostly sunny,5°,-1°
362,2019-12-29,mostly sunny,4°,-3°
363,2019-12-30,mostly sunny,5°,-3°
364,2019-12-31,mostly sunny,5°,-2°
365,2020-1-1,foggy,1°,-3°
366,2020-1-2,cloudy,4°,-1°
367,2020-1-3,cloudy,9°,4°
368,2020-1-4,cloudy,8°,1°
369,2020-1-5,cloudy,6°,1°
370,2020-1-6,foggy,1°,-3°
371,2020-1-7,cloudy,7°,1°
372,2020-1-8,cloudy,9°,3°
373,2020-1-9,cloudy,11°,8°
374,2020-1-10,cloudy,9°,6°
375,2020-1-11,cloudy,6°,0°
376,2020-1-12,cloudy,5°,0°
377,2020-1-13,cloudy,7°,4°
378,2020-1-14,mostly sunny,11°,5°
379,2020-1-15,mostly sunny,13°,6°
380,2020-1-16,mostly sunny,13°,5°
381,2020-1-17,cloudy,9°,5°
382,2020-1-18,cloudy,5°,-2°
383,2020-1-19,foggy,5°,-3°
384,2020-1-20,mostly sunny,6°,-1°
385,2020-1-21,mostly sunny,5°,-5°
386,2020-1-22,foggy,4°,-5°
387,2020-1-23,cloudy,1°,-6°
388,2020-1-24,foggy,1°,-2°
389,2020-1-25,foggy,4°,-3°
390,2020-1-26,foggy,8°,-2°
391,2020-1-27,scattered showers,7°,5°
392,2020-1-28,mostly cloudy,7°,0°
393,2020-1-29,cloudy,7°,1°
394,2020-1-30,mostly sunny,11°,2°
395,2020-1-31,cloudy,14°,10°
396,2020-2-1,cloudy,11°,10°
397,2020-2-2,scattered showers,14°,9°
398,2020-2-3,scattered showers,13°,9°
399,2020-2-4,cloudy,12°,2°
400,2020-2-5,mostly sunny,9°,0°
401,2020-2-6,mostly sunny,8°,-1°
402,2020-2-7,mostly sunny,7°,-3°
403,2020-2-8,mostly sunny,9°,0°
404,2020-2-9,cloudy,12°,5°
405,2020-2-10,mostly cloudy,13°,5°
406,2020-2-11,mostly cloudy,7°,2°
407,2020-2-12,cloudy,7°,2°
408,2020-2-13,scattered showers,8°,1°
409,2020-2-14,cloudy,9°,4°
410,2020-2-15,cloudy,12°,3°
411,2020-2-16,mostly sunny,16°,10°
412,2020-2-17,scattered showers,13°,6°
413,2020-2-18,cloudy,8°,5°
414,2020-2-19,cloudy,8°,4°
415,2020-2-20,cloudy,9°,5°
416,2020-2-21,mostly sunny,9°,1°
417,2020-2-22,mostly sunny,12°,1°
418,2020-2-23,cloudy,11°,8°
419,2020-2-24,cloudy,13°,6°
420,2020-2-25,scattered showers,9°,3°
421,2020-2-26,cloudy,4°,0°
422,2020-2-27,cloudy,7°,0°
423,2020-2-28,mostly sunny,8°,-1°
424,2020-2-29,mostly sunny,14°,6°
425,2020-3-1,cloudy,10°,2°
426,2020-3-2,scattered showers,7°,3°
427,2020-3-3,cloudy,6°,1°
428,2020-3-4,cloudy,8°,0°
429,2020-3-5,scattered showers,11°,4°
430,2020-3-6,scattered showers,6°,4°
431,2020-3-7,mostly sunny,8°,1°
432,2020-3-8,cloudy,12°,5°
433,2020-3-9,cloudy,9°,5°
434,2020-3-10,scattered showers,12°,5°
435,2020-3-11,cloudy,15°,11°
436,2020-3-12,cloudy,13°,7°
437,2020-3-13,cloudy,10°,3°
438,2020-3-14,mostly sunny,9°,2°
439,2020-3-15,mostly sunny,16°,4°
440,2020-3-16,mostly sunny,17°,6°
441,2020-3-17,cloudy,16°,7°
442,2020-3-18,mostly sunny,17°,5°
443,2020-3-19,mostly sunny,18°,4°
444,2020-3-20,mostly sunny,18°,5°
445,2020-3-21,cloudy,9°,3°
446,2020-3-22,mostly sunny,10°,2°
447,2020-3-23,mostly sunny,9°,-1°
448,2020-3-24,mostly sunny,10°,-1°
449,2020-3-25,mostly sunny,10°,-3°
450,2020-3-26,mostly sunny,10°,-1°
451,2020-3-27,mostly sunny,14°,0°
452,2020-3-28,mostly sunny,18°,3°
453,2020-3-29,cloudy,7°,3°
454,2020-3-30,mostly sunny,9°,-1°
455,2020-3-31,mostly sunny,10°,-1°
456,2020-4-1,mostly sunny,11°,-3°
457,2020-4-2,mostly sunny,13°,-3°
458,2020-4-3,cloudy,12°,0°
459,2020-4-4,mostly sunny,15°,-1°
460,2020-4-5,mostly sunny,20°,4°
461,2020-4-6,mostly sunny,21°,7°
462,2020-4-7,mostly sunny,23°,8°
463,2020-4-8,mostly sunny,23°,7°
464,2020-4-9,mostly sunny,23°,8°
465,2020-4-10,mostly sunny,24°,8°
466,2020-4-11,mostly sunny,24°,7°
467,2020-4-12,mostly sunny,24°,11°
468,2020-4-13,mostly sunny,19°,5°
469,2020-4-14,mostly sunny,13°,0°
470,2020-4-15,mostly sunny,19°,0°
471,2020-4-16,mostly sunny,23°,5°
472,2020-4-17,mostly sunny,24°,9°
473,2020-4-18,mostly sunny,21°,13°
474,2020-4-19,mostly sunny,22°,9°
475,2020-4-20,mostly sunny,20°,7°
476,2020-4-21,mostly sunny,21°,9°
477,2020-4-22,mostly sunny,23°,9°
478,2020-4-23,mostly sunny,23°,6°
479,2020-4-24,mostly sunny,23°,8°
480,2020-4-25,mostly sunny,20°,8°
481,2020-4-26,mostly sunny,21°,6°
482,2020-4-27,mostly sunny,22°,7°
483,2020-4-28,cloudy,17°,12°
484,2020-4-29,cloudy,17°,11°
485,2020-4-30,mostly cloudy,14°,8°
486,2020-5-1,mostly cloudy,13°,8°
487,2020-5-2,mostly cloudy,15°,5°
488,2020-5-3,mostly sunny,18°,4°
489,2020-5-4,mostly cloudy,20°,11°
490,2020-5-5,mostly sunny,18°,9°
491,2020-5-6,mostly sunny,18°,6°
492,2020-5-7,mostly sunny,22°,5°
493,2020-5-8,mostly sunny,24°,8°
494,2020-5-9,mostly sunny,20°,13°
495,2020-5-10,mostly sunny,24°,13°
496,2020-5-11,scattered showers,17°,5°
497,2020-5-12,mostly sunny,14°,1°
498,2020-5-13,mostly sunny,14°,4°
499,2020-5-14,mostly sunny,15°,5°
500,2020-5-15,mostly sunny,18°,6°
501,2020-5-16,mostly sunny,19°,5°
502,2020-5-17,mostly sunny,19°,7°
503,2020-5-18,mostly sunny,22°,0°
504,2020-5-19,mostly sunny,25°,0°
505,2020-5-20,mostly sunny,26°,12°
506,2020-5-21,mostly sunny,27°,12°
507,2020-5-22,mostly sunny,26°,14°
508,2020-5-23,cloudy,18°,9°
509,2020-5-24,mostly sunny,17°,7°
510,2020-5-25,mostly sunny,20°,8°
511,2020-5-26,mostly sunny,23°,9°
512,2020-5-27,mostly sunny,23°,9°
513,2020-5-28,mostly sunny,23°,12°
514,2020-5-29,mostly sunny,23°,9°
515,2020-5-30,mostly sunny,22°,9°
516,2020-5-31,mostly sunny,22°,8°
517,2020-6-1,mostly sunny,26°,10°
518,2020-6-2,mostly sunny,28°,12°
519,2020-6-3,mostly sunny,27°,12°
520,2020-6-4,mostly cloudy,18°,11°
521,2020-6-5,cloudy,14°,10°
522,2020-6-6,scattered showers,18°,10°
523,2020-6-7,mostly sunny,17°,7°
524,2020-6-8,mostly sunny,20°,6°
525,2020-6-9,mostly sunny,18°,10°
526,2020-6-10,foggy,19°,12°
527,2020-6-11,foggy,21°,12°
528,2020-6-12,mostly sunny,26°,13°
529,2020-6-13,mostly sunny,23°,12°
530,2020-6-14,mostly sunny,20°,14°
531,2020-6-15,mostly sunny,23°,12°
532,2020-6-16,mostly sunny,23°,13°
533,2020-6-17,scattered showers,17°,13°
534,2020-6-18,mostly cloudy,22°,11°
535,2020-6-19,mostly cloudy,22°,11°
536,2020-6-20,mostly sunny,22°,11°
537,2020-6-21,mostly sunny,25°,12°
538,2020-6-22,mostly sunny,23°,12°
539,2020-6-23,mostly sunny,28°,13°
540,2020-6-24,mostly sunny,30°,15°
541,2020-6-25,mostly sunny,29°,14°
542,2020-6-26,mostly sunny,29°,17°
543,2020-6-27,mostly sunny,27°,17°
544,2020-6-28,cloudy,20°,14°
545,2020-6-29,mostly sunny,23°,13°
546,2020-6-30,cloudy,22°,12°
547,2020-7-1,cloudy,26°,14°
548,2020-7-2,mostly cloudy,22°,17°
549,2020-7-3,mostly sunny,23°,12°
550,2020-7-4,mostly sunny,25°,12°
551,2020-7-5,cloudy,26°,19°
552,2020-7-6,mostly sunny,21°,12°
553,2020-7-7,mostly sunny,22°,9°
554,2020-7-8,mostly sunny,25°,12°
555,2020-7-9,mostly sunny,29°,17°
556,2020-7-10,cloudy,22°,17°
557,2020-7-11,mostly sunny,22°,12°
558,2020-7-12,mostly sunny,25°,10°
559,2020-7-13,mostly sunny,26°,12°
560,2020-7-14,mostly sunny,26°,14°
561,2020-7-15,cloudy,22°,15°
562,2020-7-16,cloudy,18°,14°
563,2020-7-17,cloudy,24°,14°
564,2020-7-18,mostly sunny,26°,13°
565,2020-7-19,mostly sunny,30°,14°
566,2020-7-20,mostly sunny,29°,16°
567,2020-7-21,mostly sunny,26°,13°
568,2020-7-22,mostly sunny,28°,12°
569,2020-7-23,mostly sunny,27°,13°
570,2020-7-24,mostly sunny,27°,18°
571,2020-7-25,mostly sunny,29°,15°
572,2020-7-26,mostly sunny,25°,17°
573,2020-7-27,mostly sunny,33°,14°
574,2020-7-28,mostly sunny,25°,17°
575,2020-7-29,mostly sunny,26°,10°
576,2020-7-30,mostly sunny,31°,13°
577,2020-7-31,mostly sunny,37°,17°
578,2020-8-1,mostly sunny,33°,22°
579,2020-8-2,mostly sunny,25°,19°
580,2020-8-3,mostly sunny,22°,15°
581,2020-8-4,mostly sunny,25°,11°
582,2020-8-5,mostly sunny,28°,13°
583,2020-8-6,mostly sunny,30°,15°
584,2020-8-7,mostly sunny,33°,18°
585,2020-8-8,mostly sunny,36°,20°
586,2020-8-9,mostly sunny,35°,21°
587,2020-8-10,mostly sunny,35°,21°
588,2020-8-11,mostly sunny,35°,22°
589,2020-8-12,mostly sunny,35°,20°
590,2020-8-13,mostly sunny,31°,21°
591,2020-8-14,mostly cloudy,27°,20°
592,2020-8-15,mostly sunny,30°,17°
593,2020-8-16,mostly sunny,30°,18°
594,2020-8-17,mostly sunny,27°,17°
595,2020-8-18,mostly sunny,25°,16°
596,2020-8-19,mostly sunny,28°,15°
597,2020-8-20,mostly sunny,35°,18°
598,2020-8-21,mostly sunny,30°,21°
599,2020-8-22,mostly sunny,25°,18°
600,2020-8-23,mostly sunny,22°,16°
601,2020-8-24,mostly sunny,23°,13°
602,2020-8-25,mostly sunny,28°,12°
603,2020-8-26,mostly sunny,24°,16°
604,2020-8-27,mostly sunny,26°,11°
605,2020-8-28,mostly sunny,22°,15°
606,2020-8-29,mostly sunny,21°,12°
607,2020-8-30,mostly sunny,20°,12°
608,2020-8-31,cloudy,17°,13°
609,2020-9-1,cloudy,19°,13°
610,2020-9-2,mostly sunny,22°,12°
611,2020-9-3,mostly sunny,25°,12°
612,2020-9-4,mostly sunny,30°,17°
613,2020-9-5,cloudy,21°,15°
614,2020-9-6,mostly sunny,19°,10°
615,2020-9-7,mostly sunny,22°,9°
616,2020-9-8,mostly sunny,26°,8°
617,2020-9-9,mostly sunny,26°,11°
618,2020-9-10,cloudy,23°,17°
619,2020-9-11,mostly sunny,26°,11°
620,2020-9-12,mostly sunny,28°,12°
621,2020-9-13,mostly sunny,29°,10°
622,2020-9-14,mostly sunny,32°,14°
623,2020-9-15,mostly sunny,34°,15°
624,2020-9-16,mostly sunny,33°,17°
625,2020-9-17,mostly sunny,25°,15°
626,2020-9-18,mostly sunny,26°,12°
627,2020-9-19,mostly sunny,26°,14°
628,2020-9-20,mostly sunny,26°,13°
629,2020-9-21,mostly sunny,26°,11°
630,2020-9-22,mostly sunny,27°,11°
631,2020-9-23,mostly cloudy,23°,14°
632,2020-9-24,mostly sunny,19°,11°
633,2020-9-25,cloudy,14°,8°
634,2020-9-26,cloudy,10°,8°
635,2020-9-27,scattered showers,11°,8°
636,2020-9-28,cloudy,11°,6°
637,2020-9-29,cloudy,15°,10°
638,2020-9-30,foggy,19°,12°
639,2020-10-1,cloudy,16°,10°
640,2020-10-2,scattered showers,14°,9°
641,2020-10-3,scattered showers,14°,9°
642,2020-10-4,cloudy,16°,9°
643,2020-10-5,scattered showers,12°,9°
644,2020-10-6,cloudy,14°,10°
645,2020-10-7,cloudy,15°,10°
646,2020-10-8,cloudy,17°,10°
647,2020-10-9,cloudy,15°,12°
648,2020-10-10,mostly sunny,13°,6°
649,2020-10-11,scattered showers,12°,6°
650,2020-10-12,cloudy,11°,6°
651,2020-10-13,cloudy,11°,5°
652,2020-10-14,mostly sunny,12°,5°
653,2020-10-15,cloudy,9°,7°
