,current_day,cloud,temp_max,temp_min
54,2019-2-24,mostly sunny,15°,1°
55,2019-2-25,mostly sunny,18°,3°
56,2019-2-26,mostly sunny,19°,3°
57,2019-2-27,mostly sunny,18°,4°
58,2019-2-28,cloudy,13°,4°
59,2019-3-1,cloudy,10°,7°
60,2019-3-2,cloudy,11°,7°
61,2019-3-3,cloudy,13°,10°
62,2019-3-4,mostly cloudy,12°,5°
63,2019-3-5,mostly cloudy,11°,3°
64,2019-3-6,scattered showers,12°,8°
65,2019-3-7,mostly cloudy,11°,7°
66,2019-3-8,mostly cloudy,12°,6°
67,2019-3-9,cloudy,13°,8°
68,2019-3-10,mostly cloudy,12°,6°
69,2019-3-11,mostly cloudy,10°,4°
70,2019-3-12,cloudy,11°,4°
71,2019-3-13,cloudy,11°,5°
72,2019-3-14,scattered showers,12°,7°
73,2019-3-15,cloudy,12°,7°
74,2019-3-16,cloudy,13°,10°
75,2019-3-17,mostly sunny,10°,3°
76,2019-3-18,mostly cloudy,11°,2°
77,2019-3-19,cloudy,11°,0°
78,2019-3-20,mostly sunny,14°,3°
79,2019-3-21,foggy,14°,4°
80,2019-3-22,foggy,17°,6°
81,2019-3-23,cloudy,13°,7°
82,2019-3-24,mostly sunny,12°,5°
83,2019-3-25,cloudy,10°,4°
84,2019-3-26,mostly cloudy,13°,4°
85,2019-3-27,cloudy,13°,7°
86,2019-3-28,cloudy,13°,7°
87,2019-3-29,mostly sunny,17°,5°
88,2019-3-30,mostly sunny,19°,5°
89,2019-3-31,mostly sunny,14°,9°
90,2019-4-1,mostly sunny,17°,4°
91,2019-4-2,mostly sunny,16°,5°
92,2019-4-3,mostly cloudy,10°,2°
93,2019-4-4,mostly sunny,11°,0°
94,2019-4-5,mostly sunny,14°,2°
95,2019-4-6,foggy,15°,7°
96,2019-4-7,foggy,15°,6°
97,2019-4-8,foggy,13°,9°
98,2019-4-9,foggy,11°,9°
99,2019-4-10,mostly sunny,13°,5°
100,2019-4-11,mostly sunny,12°,2°
101,2019-4-12,mostly sunny,10°,3°
102,2019-4-13,mostly sunny,9°,1°
103,2019-4-14,mostly cloudy,8°,0°
104,2019-4-15,mostly sunny,16°,2°
105,2019-4-16,mostly sunny,16°,8°
106,2019-4-17,mostly sunny,16°,9°
107,2019-4-18,mostly sunny,22°,9°
108,2019-4-19,mostly sunny,24°,11°
109,2019-4-20,mostly sunny,25°,8°
110,2019-4-21,mostly sunny,24°,12°
111,2019-4-22,mostly sunny,26°,11°
112,2019-4-23,mostly sunny,21°,13°
113,2019-4-24,mostly sunny,21°,9°
114,2019-4-25,mostly cloudy,15°,8°
115,2019-4-26,mostly sunny,18°,6°
116,2019-4-27,cloudy,12°,8°
117,2019-4-28,scattered showers,12°,6°
118,2019-4-29,foggy,17°,4°
119,2019-4-30,cloudy,14°,7°
120,2019-5-1,foggy,16°,4°
121,2019-5-2,foggy,14°,7°
122,2019-5-3,cloudy,14°,9°
123,2019-5-4,mostly cloudy,10°,4°
124,2019-5-5,mostly cloudy,12°,4°
125,2019-5-6,mostly sunny,12°,3°
126,2019-5-7,mostly sunny,15°,3°
127,2019-5-8,mostly sunny,17°,9°
128,2019-5-9,cloudy,17°,7°
129,2019-5-10,mostly sunny,17°,8°
130,2019-5-11,mostly cloudy,15°,8°
131,2019-5-12,mostly cloudy,15°,4°
132,2019-5-13,mostly sunny,16°,5°
133,2019-5-14,mostly sunny,17°,7°
134,2019-5-15,mostly sunny,19°,7°
135,2019-5-16,mostly sunny,18°,8°
136,2019-5-17,cloudy,15°,10°
137,2019-5-18,foggy,21°,8°
138,2019-5-19,foggy,14°,11°
139,2019-5-20,cloudy,15°,10°
140,2019-5-21,mostly sunny,20°,8°
141,2019-5-22,mostly sunny,20°,8°
142,2019-5-23,mostly sunny,23°,8°
143,2019-5-24,mostly sunny,22°,13°
144,2019-5-25,mostly cloudy,20°,11°
145,2019-5-26,cloudy,19°,10°
146,2019-5-27,mostly sunny,20°,13°
147,2019-5-28,mostly cloudy,17°,11°
148,2019-5-29,mostly sunny,20°,8°
149,2019-5-30,cloudy,22°,14°
150,2019-5-31,cloudy,23°,11°
151,2019-6-1,mostly sunny,28°,12°
152,2019-6-2,mostly sunny,32°,15°
153,2019-6-3,cloudy,19°,15°
154,2019-6-4,mostly sunny,27°,10°
155,2019-6-5,mostly cloudy,18°,10°
156,2019-6-6,mostly sunny,19°,9°
157,2019-6-7,mostly cloudy,20°,11°
158,2019-6-8,cloudy,18°,11°
159,2019-6-9,mostly sunny,19°,9°
160,2019-6-10,mostly cloudy,19°,11°
161,2019-6-11,mostly sunny,20°,8°
162,2019-6-12,scattered showers,18°,12°
163,2019-6-13,cloudy,18°,11°
164,2019-6-14,mostly sunny,23°,11°
165,2019-6-15,mostly cloudy,22°,13°
166,2019-6-16,mostly cloudy,22°,13°
167,2019-6-17,mostly sunny,25°,12°
168,2019-6-18,mostly sunny,27°,14°
169,2019-6-19,mostly sunny,25°,16°
170,2019-6-20,cloudy,20°,13°
171,2019-6-21,mostly sunny,21°,10°
172,2019-6-22,mostly sunny,23°,11°
173,2019-6-23,mostly sunny,29°,15°
174,2019-6-24,mostly sunny,31°,19°
175,2019-6-25,mostly sunny,31°,19°
176,2019-6-26,mostly sunny,26°,16°
177,2019-6-27,mostly sunny,26°,16°
178,2019-6-28,mostly sunny,27°,13°
179,2019-6-29,mostly sunny,34°,16°
180,2019-6-30,mostly sunny,25°,17°
181,2019-7-1,mostly sunny,24°,13°
182,2019-7-2,mostly sunny,23°,12°
183,2019-7-3,mostly sunny,22°,13°
184,2019-7-4,mostly sunny,24°,12°
185,2019-7-5,mostly sunny,28°,13°
186,2019-7-6,mostly sunny,26°,13°
187,2019-7-7,cloudy,20°,14°
188,2019-7-8,mostly sunny,21°,10°
189,2019-7-9,mostly sunny,23°,10°
190,2019-7-10,mostly sunny,26°,14°
191,2019-7-11,mostly sunny,26°,17°
192,2019-7-12,mostly cloudy,24°,14°
193,2019-7-13,cloudy,22°,15°
194,2019-7-14,cloudy,21°,14°
195,2019-7-15,cloudy,21°,12°
196,2019-7-16,cloudy,23°,15°
197,2019-7-17,mostly sunny,27°,11°
198,2019-7-18,mostly cloudy,24°,15°
199,2019-7-19,mostly sunny,26°,16°
200,2019-7-20,mostly sunny,26°,17°
201,2019-7-21,mostly sunny,25°,15°
202,2019-7-22,mostly sunny,31°,14°
203,2019-7-23,mostly sunny,35°,18°
204,2019-7-24,mostly sunny,35°,21°
205,2019-7-25,mostly sunny,41°,23°
206,2019-7-26,mostly sunny,30°,20°
207,2019-7-27,scattered showers,20°,17°
208,2019-7-28,cloudy,21°,16°
209,2019-7-29,mostly sunny,27°,13°
210,2019-7-30,mostly sunny,26°,15°
211,2019-7-31,cloudy,21°,16°
212,2019-8-1,mostly sunny,24°,15°
213,2019-8-2,mostly sunny,24°,13°
214,2019-8-3,cloudy,23°,14°
215,2019-8-4,mostly sunny,27°,15°
216,2019-8-5,mostly sunny,26°,17°
217,2019-8-6,mostly cloudy,24°,15°
218,2019-8-7,mostly sunny,25°,15°
219,2019-8-8,mostly sunny,25°,14°
220,2019-8-9,mostly sunny,26°,19°
221,2019-8-10,mostly sunny,25°,18°
222,2019-8-11,mostly sunny,21°,15°
223,2019-8-12,mostly cloudy,22°,12°
224,2019-8-13,mostly sunny,19°,11°
225,2019-8-14,mostly sunny,20°,9°
226,2019-8-15,cloudy,22°,16°
227,2019-8-16,cloudy,23°,13°
228,2019-8-17,cloudy,21°,16°
229,2019-8-18,scattered showers,21°,15°
230,2019-8-19,mostly sunny,21°,12°
231,2019-8-20,mostly sunny,22°,11°
232,2019-8-21,mostly sunny,24°,9°
233,2019-8-22,mostly sunny,25°,10°
234,2019-8-23,mostly sunny,28°,9°
235,2019-8-24,mostly sunny,30°,14°
236,2019-8-25,mostly sunny,32°,16°
237,2019-8-26,mostly sunny,32°,16°
238,2019-8-27,mostly sunny,34°,19°
239,2019-8-28,mostly sunny,29°,19°
240,2019-8-29,cloudy,23°,14°
241,2019-8-30,mostly sunny,26°,10°
242,2019-8-31,mostly sunny,31°,12°
243,2019-9-1,mostly sunny,22°,14°
244,2019-9-2,mostly sunny,22°,9°
245,2019-9-3,cloudy,19°,13°
246,2019-9-4,cloudy,20°,12°
247,2019-9-5,mostly sunny,18°,10°
248,2019-9-6,mostly sunny,20°,5°
249,2019-9-7,mostly cloudy,18°,10°
250,2019-9-8,mostly cloudy,17°,9°
251,2019-9-9,mostly sunny,17°,6°
252,2019-9-10,mostly sunny,22°,8°
253,2019-9-11,cloudy,20°,11°
254,2019-9-12,cloudy,23°,17°
255,2019-9-13,cloudy,23°,15°
256,2019-9-14,mostly sunny,23°,12°
257,2019-9-15,mostly sunny,26°,8°
258,2019-9-16,cloudy,22°,13°
259,2019-9-17,cloudy,20°,13°
260,2019-9-18,mostly sunny,19°,7°
261,2019-9-19,mostly sunny,18°,10°
262,2019-9-20,mostly sunny,22°,9°
263,2019-9-21,mostly sunny,27°,9°
264,2019-9-22,mostly sunny,27°,15°
265,2019-9-23,mostly cloudy,21°,13°
266,2019-9-24,cloudy,17°,14°
267,2019-9-25,cloudy,17°,13°
268,2019-9-26,cloudy,20°,14°
269,2019-9-27,mostly cloudy,19°,13°
270,2019-9-28,mostly cloudy,17°,13°
271,2019-9-29,cloudy,19°,14°
272,2019-9-30,mostly cloudy,18°,11°
273,2019-10-1,mostly cloudy,19°,14°
274,2019-10-2,cloudy,15°,6°
275,2019-10-3,mostly sunny,13°,4°
276,2019-10-4,cloudy,16°,9°
277,2019-10-5,cloudy,14°,10°
278,2019-10-6,cloudy,18°,11°
279,2019-10-7,cloudy,16°,11°
280,2019-10-8,cloudy,16°,12°
281,2019-10-9,scattered showers,12°,10°
282,2019-10-10,mostly cloudy,17°,8°
283,2019-10-11,cloudy,17°,12°
284,2019-10-12,mostly cloudy,19°,13°
285,2019-10-13,mostly cloudy,23°,14°
286,2019-10-14,mostly sunny,21°,12°
287,2019-10-15,cloudy,17°,11°
288,2019-10-16,scattered showers,15°,10°
289,2019-10-17,cloudy,17°,10°
290,2019-10-18,mostly cloudy,16°,11°
291,2019-10-19,mostly cloudy,15°,10°
292,2019-10-20,scattered showers,14°,9°
293,2019-10-21,cloudy,14°,10°
294,2019-10-22,cloudy,15°,11°
295,2019-10-23,mostly sunny,16°,11°
296,2019-10-24,mostly sunny,19°,12°
297,2019-10-25,cloudy,15°,10°
298,2019-10-26,mostly sunny,19°,13°
299,2019-10-27,mostly sunny,17°,5°
300,2019-10-28,foggy,12°,2°
301,2019-10-29,mostly sunny,12°,7°
302,2019-10-30,mostly sunny,10°,4°
303,2019-10-31,mostly sunny,10°,2°
304,2019-11-1,cloudy,15°,5°
305,2019-11-2,cloudy,15°,11°
306,2019-11-3,scattered showers,12°,9°
307,2019-11-4,cloudy,14°,9°
308,2019-11-5,cloudy,11°,7°
309,2019-11-6,cloudy,10°,7°
310,2019-11-7,scattered showers,11°,4°
311,2019-11-8,mostly cloudy,9°,2°
312,2019-11-9,mostly sunny,10°,2°
313,2019-11-10,mostly sunny,9°,2°
314,2019-11-11,cloudy,8°,4°
315,2019-11-12,mostly cloudy,8°,2°
316,2019-11-13,mostly cloudy,10°,5°
317,2019-11-14,cloudy,7°,3°
318,2019-11-15,cloudy,5°,4°
319,2019-11-16,cloudy,8°,3°
320,2019-11-17,mostly sunny,8°,2°
321,2019-11-18,cloudy,8°,3°
322,2019-11-19,mostly sunny,7°,0°
323,2019-11-20,mostly sunny,6°,-1°
324,2019-11-21,foggy,7°,-1°
325,2019-11-22,cloudy,11°,6°
326,2019-11-23,mostly sunny,12°,6°
327,2019-11-24,foggy,9°,4°
328,2019-11-25,cloudy,11°,6°
329,2019-11-26,cloudy,12°,9°
330,2019-11-27,scattered showers,11°,10°
331,2019-11-28,cloudy,12°,8°
332,2019-11-29,scattered showers,9°,3°
333,2019-11-30,foggy,7°,-1°
334,2019-12-1,mostly sunny,4°,1°
335,2019-12-2,foggy,8°,-1°
336,2019-12-3,foggy,7°,-2°
337,2019-12-4,foggy,6°,-3°
338,2019-12-5,foggy,2°,-3°
339,2019-12-6,cloudy,10°,2°
340,2019-12-7,cloudy,10°,8°
341,2019-12-8,cloudy,12°,7°
342,2019-12-9,cloudy,8°,4°
343,2019-12-10,mostly sunny,7°,0°
344,2019-12-11,cloudy,8°,5°
345,2019-12-12,cloudy,5°,0°
346,2019-12-13,scattered showers,8°,5°
347,2019-12-14,cloudy,10°,5°
348,2019-12-15,mostly sunny,10°,4°
349,2019-12-16,cloudy,9°,5°
350,2019-12-17,cloudy,14°,7°
351,2019-12-18,mostly sunny,9°,4°
352,2019-12-19,mostly sunny,13°,10°
353,2019-12-20,scattered showers,13°,8°
354,2019-12-21,cloudy,10°,7°
355,2019-12-22,cloudy,9°,7°
356,2019-12-23,cloudy,11°,6°
357,2019-12-24,scattered showers,12°,7°
358,2019-12-25,cloudy,9°,2°
359,2019-12-26,scattered showers,9°,1°
360,2019-12-27,cloudy,9°,6°
361,2019-12-28,cloudy,8°,2°
362,2019-12-29,mostly sunny,5°,-1°
363,2019-12-30,mostly sunny,7°,0°
364,2019-12-31,foggy,6°,0°
365,2020-1-1,foggy,3°,-1°
366,2020-1-2,cloudy,9°,2°
367,2020-1-3,cloudy,10°,4°
368,2020-1-4,cloudy,8°,2°
369,2020-1-5,cloudy,8°,5°
370,2020-1-6,cloudy,8°,2°
371,2020-1-7,cloudy,9°,4°
372,2020-1-8,cloudy,12°,9°
373,2020-1-9,cloudy,13°,11°
374,2020-1-10,cloudy,11°,5°
375,2020-1-11,cloudy,8°,4°
376,2020-1-12,cloudy,11°,5°
377,2020-1-13,cloudy,10°,5°
378,2020-1-14,cloudy,12°,9°
379,2020-1-15,mostly sunny,11°,4°
380,2020-1-16,foggy,11°,2°
381,2020-1-17,cloudy,11°,5°
382,2020-1-18,mostly sunny,7°,0°
383,2020-1-19,mostly sunny,8°,-1°
384,2020-1-20,foggy,4°,-2°
385,2020-1-21,foggy,3°,-2°
386,2020-1-22,foggy,4°,-1°
387,2020-1-23,foggy,5°,1°
388,2020-1-24,foggy,2°,0°
389,2020-1-25,foggy,4°,0°
390,2020-1-26,cloudy,8°,2°
391,2020-1-27,cloudy,10°,6°
392,2020-1-28,mostly cloudy,8°,3°
393,2020-1-29,mostly sunny,9°,2°
394,2020-1-30,cloudy,12°,3°
395,2020-1-31,cloudy,13°,10°
396,2020-2-1,cloudy,12°,9°
397,2020-2-2,cloudy,13°,7°
398,2020-2-3,cloudy,12°,6°
399,2020-2-4,cloudy,7°,4°
400,2020-2-5,cloudy,8°,5°
401,2020-2-6,mostly sunny,9°,0°
402,2020-2-7,mostly sunny,9°,-1°
403,2020-2-8,scattered showers,9°,7°
404,2020-2-9,cloudy,14°,7°
405,2020-2-10,mostly cloudy,11°,6°
406,2020-2-11,mostly cloudy,9°,5°
407,2020-2-12,mostly cloudy,9°,3°
408,2020-2-13,scattered showers,10°,4°
409,2020-2-14,cloudy,11°,4°
410,2020-2-15,cloudy,13°,7°
411,2020-2-16,cloudy,16°,8°
412,2020-2-17,mostly sunny,11°,7°
413,2020-2-18,mostly cloudy,10°,5°
414,2020-2-19,mostly sunny,9°,3°
415,2020-2-20,cloudy,12°,4°
416,2020-2-21,cloudy,10°,3°
417,2020-2-22,cloudy,11°,5°
418,2020-2-23,cloudy,13°,7°
419,2020-2-24,cloudy,12°,5°
420,2020-2-25,mostly cloudy,10°,4°
421,2020-2-26,cloudy,8°,2°
422,2020-2-27,scattered showers,5°,1°
423,2020-2-28,mostly sunny,9°,0°
424,2020-2-29,cloudy,11°,5°
425,2020-3-1,mostly cloudy,9°,4°
426,2020-3-2,scattered showers,8°,3°
427,2020-3-3,mostly cloudy,8°,0°
428,2020-3-4,mostly cloudy,10°,2°
429,2020-3-5,scattered showers,8°,6°
430,2020-3-6,scattered showers,9°,4°
431,2020-3-7,cloudy,10°,0°
432,2020-3-8,cloudy,11°,8°
433,2020-3-9,mostly cloudy,12°,4°
434,2020-3-10,cloudy,13°,7°
435,2020-3-11,cloudy,14°,12°
436,2020-3-12,cloudy,13°,7°
437,2020-3-13,mostly cloudy,12°,4°
438,2020-3-14,cloudy,10°,4°
439,2020-3-15,cloudy,14°,7°
440,2020-3-16,cloudy,11°,5°
441,2020-3-17,mostly sunny,15°,1°
442,2020-3-18,mostly sunny,17°,3°
443,2020-3-19,mostly sunny,14°,5°
444,2020-3-20,cloudy,9°,5°
445,2020-3-21,cloudy,10°,4°
446,2020-3-22,mostly sunny,11°,1°
447,2020-3-23,mostly sunny,13°,0°
448,2020-3-24,mostly sunny,13°,0°
449,2020-3-25,mostly sunny,11°,1°
450,2020-3-26,mostly sunny,11°,2°
451,2020-3-27,mostly sunny,13°,3°
452,2020-3-28,mostly sunny,14°,5°
453,2020-3-29,mostly sunny,8°,2°
454,2020-3-30,mostly sunny,9°,0°
455,2020-3-31,mostly sunny,10°,2°
456,2020-4-1,mostly sunny,11°,0°
457,2020-4-2,cloudy,12°,0°
458,2020-4-3,cloudy,12°,5°
459,2020-4-4,mostly sunny,16°,4°
460,2020-4-5,mostly sunny,21°,4°
461,2020-4-6,mostly sunny,18°,8°
462,2020-4-7,mostly sunny,21°,5°
463,2020-4-8,mostly sunny,25°,9°
464,2020-4-9,mostly sunny,23°,10°
465,2020-4-10,mostly sunny,22°,10°
466,2020-4-11,mostly sunny,24°,10°
467,2020-4-12,mostly sunny,24°,10°
468,2020-4-13,mostly sunny,15°,6°
469,2020-4-14,cloudy,11°,3°
470,2020-4-15,mostly sunny,18°,4°
471,2020-4-16,mostly sunny,22°,7°
472,2020-4-17,mostly sunny,22°,9°
473,2020-4-18,mostly cloudy,17°,10°
474,2020-4-19,cloudy,16°,7°
475,2020-4-20,mostly sunny,20°,9°
476,2020-4-21,mostly sunny,20°,9°
477,2020-4-22,mostly sunny,22°,10°
478,2020-4-23,mostly sunny,24°,9°
479,2020-4-24,mostly sunny,20°,7°
480,2020-4-25,cloudy,16°,7°
481,2020-4-26,mostly sunny,19°,4°
482,2020-4-27,mostly sunny,23°,8°
483,2020-4-28,scattered showers,17°,10°
484,2020-4-29,cloudy,17°,10°
485,2020-4-30,mostly cloudy,15°,8°
486,2020-5-1,mostly cloudy,15°,8°
487,2020-5-2,mostly cloudy,16°,8°
488,2020-5-3,cloudy,17°,5°
489,2020-5-4,cloudy,16°,11°
490,2020-5-5,mostly sunny,16°,7°
491,2020-5-6,mostly sunny,19°,6°
492,2020-5-7,mostly sunny,21°,6°
493,2020-5-8,mostly sunny,23°,8°
494,2020-5-9,mostly sunny,25°,13°
495,2020-5-10,scattered showers,19°,10°
496,2020-5-11,mostly sunny,13°,7°
497,2020-5-12,mostly sunny,13°,3°
498,2020-5-13,mostly sunny,15°,3°
499,2020-5-14,mostly sunny,15°,5°
500,2020-5-15,mostly sunny,16°,6°
501,2020-5-16,mostly sunny,18°,5°
502,2020-5-17,mostly sunny,21°,5°
503,2020-5-18,mostly sunny,23°,8°
504,2020-5-19,mostly sunny,25°,8°
505,2020-5-20,mostly sunny,25°,12°
506,2020-5-21,mostly sunny,29°,14°
507,2020-5-22,mostly sunny,22°,15°
508,2020-5-23,mostly cloudy,18°,12°
509,2020-5-24,cloudy,18°,10°
510,2020-5-25,mostly sunny,23°,10°
511,2020-5-26,mostly sunny,25°,9°
512,2020-5-27,mostly sunny,24°,12°
513,2020-5-28,mostly sunny,22°,11°
514,2020-5-29,mostly sunny,23°,11°
515,2020-5-30,mostly sunny,25°,13°
516,2020-5-31,mostly sunny,23°,13°
517,2020-6-1,mostly sunny,27°,13°
518,2020-6-2,mostly sunny,27°,14°
519,2020-6-3,mostly sunny,23°,12°
520,2020-6-4,mostly cloudy,17°,12°
521,2020-6-5,cloudy,16°,8°
522,2020-6-6,mostly cloudy,16°,9°
523,2020-6-7,mostly sunny,21°,9°
524,2020-6-8,cloudy,15°,12°
525,2020-6-9,cloudy,16°,11°
526,2020-6-10,mostly sunny,19°,6°
527,2020-6-11,mostly cloudy,21°,13°
528,2020-6-12,mostly sunny,21°,13°
529,2020-6-13,mostly sunny,25°,12°
530,2020-6-14,mostly sunny,23°,13°
531,2020-6-15,mostly sunny,24°,13°
532,2020-6-16,mostly sunny,24°,13°
533,2020-6-17,scattered showers,23°,14°
534,2020-6-18,mostly cloudy,22°,14°
535,2020-6-19,mostly cloudy,21°,12°
536,2020-6-20,mostly sunny,24°,11°
537,2020-6-21,mostly sunny,22°,14°
538,2020-6-22,mostly sunny,24°,11°
539,2020-6-23,mostly sunny,28°,12°
540,2020-6-24,mostly sunny,31°,17°
541,2020-6-25,mostly sunny,31°,19°
542,2020-6-26,mostly sunny,28°,19°
543,2020-6-27,mostly cloudy,23°,17°
544,2020-6-28,mostly sunny,22°,14°
545,2020-6-29,mostly cloudy,20°,13°
546,2020-6-30,cloudy,20°,12°
547,2020-7-1,cloudy,22°,15°
548,2020-7-2,mostly cloudy,21°,15°
549,2020-7-3,mostly cloudy,22°,12°
550,2020-7-4,cloudy,21°,15°
551,2020-7-5,cloudy,21°,14°
552,2020-7-6,mostly sunny,19°,12°
553,2020-7-7,mostly sunny,23°,10°
554,2020-7-8,cloudy,19°,14°
555,2020-7-9,cloudy,26°,16°
556,2020-7-10,mostly cloudy,20°,15°
557,2020-7-11,mostly sunny,21°,10°
558,2020-7-12,mostly sunny,22°,10°
559,2020-7-13,mostly sunny,26°,12°
560,2020-7-14,cloudy,20°,15°
561,2020-7-15,cloudy,21°,14°
562,2020-7-16,cloudy,19°,15°
563,2020-7-17,cloudy,27°,16°
564,2020-7-18,cloudy,26°,14°
565,2020-7-19,mostly sunny,26°,12°
566,2020-7-20,mostly sunny,22°,13°
567,2020-7-21,mostly sunny,23°,9°
568,2020-7-22,mostly sunny,22°,10°
569,2020-7-23,mostly sunny,26°,10°
570,2020-7-24,cloudy,24°,16°
571,2020-7-25,cloudy,24°,15°
572,2020-7-26,mostly sunny,23°,15°
573,2020-7-27,mostly sunny,29°,14°
574,2020-7-28,mostly cloudy,22°,15°
575,2020-7-29,mostly sunny,25°,11°
576,2020-7-30,mostly sunny,30°,13°
577,2020-7-31,mostly sunny,38°,17°
578,2020-8-1,mostly sunny,27°,18°
579,2020-8-2,mostly sunny,24°,15°
580,2020-8-3,mostly cloudy,22°,12°
581,2020-8-4,mostly sunny,25°,10°
582,2020-8-5,mostly sunny,30°,12°
583,2020-8-6,mostly sunny,33°,14°
584,2020-8-7,mostly sunny,35°,18°
585,2020-8-8,mostly sunny,37°,19°
586,2020-8-9,mostly sunny,36°,23°
587,2020-8-10,mostly sunny,35°,22°
588,2020-8-11,mostly sunny,35°,22°
589,2020-8-12,mostly sunny,34°,21°
590,2020-8-13,mostly sunny,31°,20°
591,2020-8-14,mostly cloudy,23°,19°
592,2020-8-15,cloudy,27°,19°
593,2020-8-16,foggy,27°,17°
594,2020-8-17,mostly sunny,24°,16°
595,2020-8-18,mostly cloudy,26°,14°
596,2020-8-19,mostly sunny,26°,15°
597,2020-8-20,mostly sunny,31°,19°
598,2020-8-21,mostly sunny,28°,20°
599,2020-8-22,mostly cloudy,22°,16°
600,2020-8-23,cloudy,21°,14°
601,2020-8-24,mostly cloudy,23°,14°
602,2020-8-25,scattered showers,25°,14°
603,2020-8-26,cloudy,21°,15°
604,2020-8-27,mostly cloudy,22°,12°
605,2020-8-28,mostly cloudy,21°,13°
606,2020-8-29,cloudy,18°,12°
607,2020-8-30,cloudy,19°,13°
608,2020-8-31,cloudy,19°,10°
609,2020-9-1,mostly sunny,20°,13°
610,2020-9-2,mostly sunny,20°,9°
611,2020-9-3,cloudy,22°,14°
612,2020-9-4,cloudy,22°,16°
613,2020-9-5,mostly cloudy,20°,13°
614,2020-9-6,mostly sunny,21°,9°
615,2020-9-7,mostly sunny,22°,9°
616,2020-9-8,cloudy,21°,15°
617,2020-9-9,cloudy,25°,16°
618,2020-9-10,cloudy,22°,15°
619,2020-9-11,mostly sunny,23°,12°
620,2020-9-12,mostly cloudy,22°,10°
621,2020-9-13,mostly sunny,26°,11°
622,2020-9-14,mostly sunny,32°,12°
623,2020-9-15,mostly sunny,35°,17°
624,2020-9-16,mostly sunny,28°,16°
625,2020-9-17,mostly sunny,21°,13°
626,2020-9-18,mostly sunny,24°,10°
627,2020-9-19,mostly sunny,29°,14°
628,2020-9-20,mostly sunny,26°,16°
629,2020-9-21,mostly sunny,25°,10°
630,2020-9-22,foggy,25°,11°
631,2020-9-23,mostly cloudy,22°,13°
632,2020-9-24,mostly cloudy,17°,11°
633,2020-9-25,scattered showers,12°,8°
634,2020-9-26,cloudy,13°,9°
635,2020-9-27,scattered showers,18°,12°
636,2020-9-28,scattered showers,15°,13°
637,2020-9-29,cloudy,19°,11°
638,2020-9-30,cloudy,19°,13°
639,2020-10-1,scattered showers,16°,9°
640,2020-10-2,scattered showers,14°,9°
641,2020-10-3,mostly cloudy,15°,11°
642,2020-10-4,cloudy,15°,11°
643,2020-10-5,mostly cloudy,16°,10°
644,2020-10-6,mostly cloudy,15°,11°
645,2020-10-7,mostly sunny,16°,10°
646,2020-10-8,cloudy,18°,12°
647,2020-10-9,cloudy,16°,10°
648,2020-10-10,mostly cloudy,14°,5°
649,2020-10-11,mostly cloudy,14°,7°
650,2020-10-12,mostly sunny,14°,7°
651,2020-10-13,scattered showers,11°,9°
652,2020-10-14,mostly sunny,13°,6°
653,2020-10-15,cloudy,12°,8°
